Employee_ID,Employee_Name,Department_ID,Department,Business_Unit,Position_ID,Position_Title,Designation,Job_Level,Role_Band,Performance_Template_ID,Performance_Cycle_ID,Latest_Performance_Month,Latest_Performance_Score,Latest_Performance_Band,Average_12M_Performance_Score,Lowest_12M_Performance_Score,Highest_12M_Performance_Score,Three_Month_Change_Points,Performance_Trend,Strongest_KPI_1,Strongest_KPI_1_Score,Strongest_KPI_2,Strongest_KPI_2_Score,Development_KPI_1,Development_KPI_1_Score,Development_KPI_2,Development_KPI_2_Score,Average_Evidence_Quality,Existing_Performance_Score_Reference,Existing_Performance_Band_Reference,Review_Status,Data_As_Of_Date
EMP363,Shahzaib Rauf,DEPARTMENT-009,Training & Development,Learning Services,POS-354,Training Manager,Training Manager,Lead/Manager,Manager/Head,PT-TRN-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,78.55,Meets Expectations,76.46,72.77,79.82,5.31,Improving,Attendance and Punctuality,94.44,Training Delivery Target Achievement,92.78,Team Leadership and Development,59.81,Teamwork and Professional Communication,56.13,0.92,86.2,Strong,Calculated - Pending Manager Review,2026-08-01
EMP364,Iqra Malik,DEPARTMENT-009,Training & Development,Learning Services,POS-355,Training Manager,Training Manager,Lead/Manager,Manager/Head,PT-TRN-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,78.63,Meets Expectations,77.82,76.68,79.44,1.8,Stable,Attendance and Punctuality,93.79,Training Delivery Target Achievement,93.29,Team Leadership and Development,58.43,Teamwork and Professional Communication,58.27,0.91,85.7,Strong,Calculated - Pending Manager Review,2026-08-01
EMP365,Noor Raza,DEPARTMENT-009,Training & Development,Learning Services,POS-356,Training Manager,Training Manager,Lead/Manager,Manager/Head,PT-TRN-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,80.14,Strong,77.78,76.14,80.14,3.09,Improving,Responsibility and Deadline Discipline,97.37,Attendance and Punctuality,94.11,Team Leadership and Development,65.49,Teamwork and Professional Communication,53.84,0.91,88.3,Strong,Calculated - Pending Manager Review,2026-08-01
EMP366,Saad Khan,DEPARTMENT-009,Training & Development,Learning Services,POS-357,Training Manager,Training Manager,Lead/Manager,Manager/Head,PT-TRN-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,80.8,Strong,77.49,74.46,80.8,4.53,Improving,Responsibility and Deadline Discipline,96.62,Training Delivery Target Achievement,95.78,Team Leadership and Development,61.27,Teamwork and Professional Communication,43.99,0.91,88.8,Strong,Calculated - Pending Manager Review,2026-08-01
EMP367,Laiba Siddiqui,DEPARTMENT-009,Training & Development,Learning Services,POS-358,Training Manager,Training Manager,Lead/Manager,Manager/Head,PT-TRN-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,74.78,Meets Expectations,72.13,69.38,75.56,4.91,Improving,Attendance and Punctuality,94.19,Learning and Adaptability,87.43,Team Leadership and Development,60.99,Teamwork and Professional Communication,49.8,0.91,77.8,Effective,Calculated - Pending Manager Review,2026-08-01
EMP368,Saba Hashmi,DEPARTMENT-009,Training & Development,Learning Services,POS-359,Senior Trainer,Senior Trainer,Senior,Senior/Lead,PT-TRN-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,77.11,Meets Expectations,76.34,75.33,77.22,0.37,Stable,Attendance and Punctuality,96.58,Mentoring and Knowledge Transfer,83.43,Teamwork and Professional Communication,71.86,Training Delivery Target Achievement,67.81,0.91,78.5,Effective,Calculated - Pending Manager Review,2026-08-01
EMP369,Maha Rauf,DEPARTMENT-009,Training & Development,Learning Services,POS-360,Senior Trainer,Senior Trainer,Senior,Senior/Lead,PT-TRN-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,76.33,Meets Expectations,69.42,61.72,76.33,11.93,Improving,Attendance and Punctuality,98.55,Learner Knowledge Improvement,81.91,Mentoring and Knowledge Transfer,71.91,Teamwork and Professional Communication,55.9,0.92,76.4,Effective,Calculated - Pending Manager Review,2026-08-01
EMP370,Anusha Mahmood,DEPARTMENT-009,Training & Development,Learning Services,POS-361,Senior Trainer,Senior Trainer,Senior,Senior/Lead,PT-TRN-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,81.04,Strong,81.81,80.8,82.45,0.4,Stable,Attendance and Punctuality,94.67,Learning and Adaptability,88.53,Mentoring and Knowledge Transfer,76.79,Teamwork and Professional Communication,61.95,0.91,85.7,Strong,Calculated - Pending Manager Review,2026-08-01
EMP371,Omar Tariq,DEPARTMENT-009,Training & Development,Learning Services,POS-362,Senior Trainer,Senior Trainer,Senior,Senior/Lead,PT-TRN-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,82.63,Strong,80.93,79.99,82.63,1.06,Stable,Attendance and Punctuality,99.23,Learner Satisfaction and Application Score,91.11,Mentoring and Knowledge Transfer,72.63,Teamwork and Professional Communication,63.87,0.91,83.4,Strong,Calculated - Pending Manager Review,2026-08-01
EMP372,Hassan Nadeem,DEPARTMENT-009,Training & Development,Learning Services,POS-363,Senior Trainer,Senior Trainer,Senior,Senior/Lead,PT-TRN-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,85.74,Strong,86.48,84.82,88.72,-1.86,Stable,Training Delivery Target Achievement,97.32,Attendance and Punctuality,94.06,Learning and Adaptability,72.26,Teamwork and Professional Communication,58.03,0.91,86.5,Strong,Calculated - Pending Manager Review,2026-08-01
EMP373,Noman Nawaz,DEPARTMENT-009,Training & Development,Learning Services,POS-364,Senior Trainer,Senior Trainer,Senior,Senior/Lead,PT-TRN-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,79.92,Meets Expectations,77.05,74.85,79.92,3.51,Improving,Attendance and Punctuality,100.0,Training Delivery Target Achievement,93.18,Mentoring and Knowledge Transfer,65.99,Teamwork and Professional Communication,53.18,0.91,82.3,Strong,Calculated - Pending Manager Review,2026-08-01
EMP374,Iqra Habib,DEPARTMENT-009,Training & Development,Learning Services,POS-365,Senior Trainer,Senior Trainer,Senior,Senior/Lead,PT-TRN-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,83.76,Strong,82.53,81.49,83.76,0.11,Stable,Attendance and Punctuality,96.49,Training Delivery Target Achievement,96.16,Mentoring and Knowledge Transfer,68.97,Teamwork and Professional Communication,57.6,0.91,84.7,Strong,Calculated - Pending Manager Review,2026-08-01
EMP375,Sana Mirza,DEPARTMENT-009,Training & Development,Learning Services,POS-366,Senior Trainer,Senior Trainer,Senior,Senior/Lead,PT-TRN-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,80.68,Strong,70.26,59.81,80.68,17.13,Improving,Learner Satisfaction and Application Score,90.44,Attendance and Punctuality,89.89,Teamwork and Professional Communication,66.53,Learner Knowledge Improvement,66.49,0.91,83.9,Strong,Calculated - Pending Manager Review,2026-08-01
EMP376,Amna Nasir,DEPARTMENT-009,Training & Development,Learning Services,POS-367,Learning and Development Specialist,Learning and Development Specialist,Mid,Professional/Mid-level,PT-TRN-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,80.07,Strong,80.83,79.1,82.68,-2.12,Stable,Attendance and Punctuality,97.72,Learning and Adaptability,84.24,Responsibility and Deadline Discipline,75.46,Teamwork and Professional Communication,55.42,0.91,79.1,Effective,Calculated - Pending Manager Review,2026-08-01
EMP377,Anam Mirza,DEPARTMENT-009,Training & Development,Learning Services,POS-368,Learning and Development Specialist,Learning and Development Specialist,Mid,Professional/Mid-level,PT-TRN-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,92.65,Exceptional,91.64,90.78,92.65,1.15,Stable,Training Delivery Target Achievement,100.0,Responsibility and Deadline Discipline,100.0,Learning and Adaptability,80.06,Teamwork and Professional Communication,65.39,0.91,95.9,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP378,Anam Qureshi,DEPARTMENT-009,Training & Development,Learning Services,POS-369,Learning and Development Specialist,Learning and Development Specialist,Mid,Professional/Mid-level,PT-TRN-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,83.78,Strong,80.64,77.7,83.87,5.56,Improving,Attendance and Punctuality,95.12,Learner Satisfaction and Application Score,87.36,Learning and Adaptability,78.79,Teamwork and Professional Communication,63.36,0.91,83.5,Strong,Calculated - Pending Manager Review,2026-08-01
EMP379,Anusha Qureshi,DEPARTMENT-009,Training & Development,Learning Services,POS-370,Learning and Development Specialist,Learning and Development Specialist,Mid,Professional/Mid-level,PT-TRN-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,73.47,Meets Expectations,68.43,64.9,73.47,6.65,Improving,Attendance and Punctuality,93.72,Learner Knowledge Improvement,78.4,Responsibility and Deadline Discipline,66.35,Teamwork and Professional Communication,54.67,0.91,71.3,Effective,Calculated - Pending Manager Review,2026-08-01
EMP380,Maha Waheed,DEPARTMENT-009,Training & Development,Learning Services,POS-371,Learning and Development Specialist,Learning and Development Specialist,Mid,Professional/Mid-level,PT-TRN-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,87.6,Strong,84.51,82.04,87.6,3.2,Improving,Attendance and Punctuality,98.38,Training Delivery Target Achievement,98.01,Learning and Adaptability,72.61,Teamwork and Professional Communication,60.77,0.9,85.9,Strong,Calculated - Pending Manager Review,2026-08-01
EMP381,Iqra Latif,DEPARTMENT-009,Training & Development,Learning Services,POS-372,Learning and Development Specialist,Learning and Development Specialist,Mid,Professional/Mid-level,PT-TRN-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,92.92,Exceptional,94.33,92.92,95.4,-1.75,Stable,Training Delivery Target Achievement,100.0,Learner Satisfaction and Application Score,98.41,Learning and Adaptability,82.42,Teamwork and Professional Communication,60.14,0.9,93.6,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP382,Fahad Ahmed,DEPARTMENT-009,Training & Development,Learning Services,POS-373,Learning and Development Specialist,Learning and Development Specialist,Mid,Professional/Mid-level,PT-TRN-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,89.77,Strong,86.19,82.81,89.77,5.49,Improving,Training Delivery Target Achievement,100.0,Attendance and Punctuality,98.09,Learner Knowledge Improvement,77.33,Teamwork and Professional Communication,61.02,0.91,91.7,Strong,Calculated - Pending Manager Review,2026-08-01
EMP383,Rabia Awan,DEPARTMENT-009,Training & Development,Learning Services,POS-374,Learning and Development Specialist,Learning and Development Specialist,Mid,Professional/Mid-level,PT-TRN-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,81.97,Strong,81.71,80.24,82.92,-0.03,Stable,Attendance and Punctuality,96.73,Learning and Adaptability,86.5,Learner Knowledge Improvement,77.6,Teamwork and Professional Communication,63.37,0.91,81.5,Effective,Calculated - Pending Manager Review,2026-08-01
EMP384,Ayesha Farooq,DEPARTMENT-009,Training & Development,Learning Services,POS-375,Learning and Development Specialist,Learning and Development Specialist,Mid,Professional/Mid-level,PT-TRN-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,83.57,Strong,83.12,81.93,84.29,0.37,Stable,Attendance and Punctuality,96.87,Learning and Adaptability,92.29,Learner Knowledge Improvement,75.99,Teamwork and Professional Communication,66.53,0.91,86.2,Strong,Calculated - Pending Manager Review,2026-08-01
EMP385,Waqas Raza,DEPARTMENT-009,Training & Development,Learning Services,POS-376,Learning and Development Specialist,Learning and Development Specialist,Mid,Professional/Mid-level,PT-TRN-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,86.55,Strong,81.55,76.25,86.55,8.42,Improving,Training Delivery Target Achievement,95.21,Attendance and Punctuality,94.32,Learner Knowledge Improvement,72.84,Teamwork and Professional Communication,58.97,0.9,87.2,Strong,Calculated - Pending Manager Review,2026-08-01
EMP386,Areeba Nasir,DEPARTMENT-009,Training & Development,Learning Services,POS-377,Learning and Development Specialist,Learning and Development Specialist,Mid,Professional/Mid-level,PT-TRN-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,88.93,Strong,88.31,87.22,89.02,1.11,Stable,Training Delivery Target Achievement,100.0,Learner Satisfaction and Application Score,96.13,Learner Knowledge Improvement,74.22,Teamwork and Professional Communication,56.39,0.91,89.6,Strong,Calculated - Pending Manager Review,2026-08-01
EMP387,Usman Rashid,DEPARTMENT-009,Training & Development,Learning Services,POS-378,Learning and Development Specialist,Learning and Development Specialist,Mid,Professional/Mid-level,PT-TRN-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,93.6,Exceptional,92.57,90.83,93.93,2.07,Stable,Training Delivery Target Achievement,100.0,Learner Satisfaction and Application Score,100.0,Learning and Adaptability,84.63,Teamwork and Professional Communication,63.66,0.91,97.5,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP388,Kashif Mughal,DEPARTMENT-009,Training & Development,Learning Services,POS-379,Learning and Development Specialist,Learning and Development Specialist,Mid,Professional/Mid-level,PT-TRN-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,86.98,Strong,83.62,81.32,86.98,3.29,Improving,Attendance and Punctuality,94.05,Training Delivery Target Achievement,92.68,Learning and Adaptability,76.07,Teamwork and Professional Communication,62.62,0.9,85.8,Strong,Calculated - Pending Manager Review,2026-08-01
EMP389,Amna Latif,DEPARTMENT-009,Training & Development,Learning Services,POS-380,Learning and Development Specialist,Learning and Development Specialist,Mid,Professional/Mid-level,PT-TRN-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,85.09,Strong,83.81,81.73,85.35,2.29,Stable,Attendance and Punctuality,97.06,Training Delivery Target Achievement,94.63,Learning and Adaptability,68.27,Teamwork and Professional Communication,48.12,0.91,83.4,Strong,Calculated - Pending Manager Review,2026-08-01
EMP390,Nida Ali,DEPARTMENT-009,Training & Development,Learning Services,POS-381,Training Coordinator,Training Coordinator,Junior,Junior/Assistant,PT-TRN-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,71.31,Meets Expectations,70.78,70.21,72.07,0.15,Stable,Attendance and Punctuality,93.62,Learning and Adaptability,88.99,Training Delivery Target Achievement,57.3,Teamwork and Professional Communication,52.22,0.9,70.4,Effective,Calculated - Pending Manager Review,2026-08-01
EMP391,Zainab Aslam,DEPARTMENT-009,Training & Development,Learning Services,POS-382,Training Coordinator,Training Coordinator,Junior,Junior/Assistant,PT-TRN-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,70.98,Meets Expectations,69.97,68.94,71.51,1.46,Stable,Attendance and Punctuality,97.01,Learning and Adaptability,79.63,Responsibility and Deadline Discipline,60.62,Training Delivery Target Achievement,59.6,0.9,72.0,Effective,Calculated - Pending Manager Review,2026-08-01
EMP392,Danish Zafar,DEPARTMENT-009,Training & Development,Learning Services,POS-383,Training Coordinator,Training Coordinator,Junior,Junior/Assistant,PT-TRN-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,83.86,Strong,82.75,80.92,83.93,1.29,Stable,Training Delivery Target Achievement,98.71,Attendance and Punctuality,93.93,Learner Knowledge Improvement,70.41,Teamwork and Professional Communication,48.2,0.9,85.5,Strong,Calculated - Pending Manager Review,2026-08-01
EMP393,Nida Awan,DEPARTMENT-009,Training & Development,Learning Services,POS-384,Training Coordinator,Training Coordinator,Junior,Junior/Assistant,PT-TRN-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,83.93,Strong,83.71,82.27,85.12,0.37,Stable,Training Delivery Target Achievement,99.74,Attendance and Punctuality,96.59,Learner Knowledge Improvement,64.95,Teamwork and Professional Communication,56.21,0.9,86.1,Strong,Calculated - Pending Manager Review,2026-08-01
EMP394,Usman Ansari,DEPARTMENT-009,Training & Development,Learning Services,POS-385,Training Coordinator,Training Coordinator,Junior,Junior/Assistant,PT-TRN-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,87.18,Strong,86.56,84.28,87.77,-1.56,Stable,Attendance and Punctuality,97.26,Training Delivery Target Achievement,96.75,Learning and Adaptability,70.66,Teamwork and Professional Communication,52.08,0.91,85.2,Strong,Calculated - Pending Manager Review,2026-08-01
EMP395,Ayesha Raza,DEPARTMENT-009,Training & Development,Learning Services,POS-386,Training Coordinator,Training Coordinator,Junior,Junior/Assistant,PT-TRN-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,80.97,Strong,81.22,80.34,82.61,-0.52,Stable,Attendance and Punctuality,97.09,Learner Knowledge Improvement,89.25,Learning and Adaptability,69.99,Teamwork and Professional Communication,55.54,0.9,81.0,Effective,Calculated - Pending Manager Review,2026-08-01
EMP396,Minal Ahmed,DEPARTMENT-009,Training & Development,Learning Services,POS-387,Training Coordinator,Training Coordinator,Junior,Junior/Assistant,PT-TRN-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,80.7,Strong,76.23,72.72,80.7,6.73,Improving,Attendance and Punctuality,97.23,Learner Satisfaction and Application Score,90.19,Learning and Adaptability,68.46,Teamwork and Professional Communication,60.36,0.9,82.2,Strong,Calculated - Pending Manager Review,2026-08-01
EMP397,Maryam Ahmed,DEPARTMENT-009,Training & Development,Learning Services,POS-388,Training Coordinator,Training Coordinator,Junior,Junior/Assistant,PT-TRN-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,85.8,Strong,86.27,84.38,88.82,-2.42,Stable,Training Delivery Target Achievement,94.13,Attendance and Punctuality,93.68,Learning and Adaptability,80.58,Teamwork and Professional Communication,48.2,0.89,86.7,Strong,Calculated - Pending Manager Review,2026-08-01
EMP398,Hassan Chaudhry,DEPARTMENT-009,Training & Development,Learning Services,POS-389,Training Coordinator,Training Coordinator,Junior,Junior/Assistant,PT-TRN-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,90.93,Exceptional,86.21,81.38,90.93,7.58,Improving,Training Delivery Target Achievement,97.72,Attendance and Punctuality,95.86,Responsibility and Deadline Discipline,89.01,Teamwork and Professional Communication,69.04,0.91,93.9,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP399,Nida Khalid,DEPARTMENT-009,Training & Development,Learning Services,POS-390,Training Coordinator,Training Coordinator,Junior,Junior/Assistant,PT-TRN-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,86.23,Strong,84.82,82.56,86.23,1.65,Stable,Training Delivery Target Achievement,100.0,Attendance and Punctuality,97.82,Learner Knowledge Improvement,70.78,Teamwork and Professional Communication,57.45,0.91,85.8,Strong,Calculated - Pending Manager Review,2026-08-01
EMP400,Hassan Shah,DEPARTMENT-009,Training & Development,Learning Services,POS-391,Training Coordinator,Training Coordinator,Junior,Junior/Assistant,PT-TRN-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,84.7,Strong,80.31,75.21,84.7,7.53,Improving,Attendance and Punctuality,96.99,Learning and Adaptability,94.04,Learner Knowledge Improvement,78.34,Teamwork and Professional Communication,68.06,0.91,86.0,Strong,Calculated - Pending Manager Review,2026-08-01
EMP401,Ahmed Malik,DEPARTMENT-009,Training & Development,Learning Services,POS-392,Training Coordinator,Training Coordinator,Junior,Junior/Assistant,PT-TRN-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,88.04,Strong,86.6,84.82,88.12,2.16,Stable,Training Delivery Target Achievement,100.0,Learner Satisfaction and Application Score,100.0,Learner Knowledge Improvement,77.48,Teamwork and Professional Communication,63.32,0.91,90.6,Strong,Calculated - Pending Manager Review,2026-08-01
EMP402,Asad Habib,DEPARTMENT-009,Training & Development,Learning Services,POS-393,Training Coordinator,Training Coordinator,Junior,Junior/Assistant,PT-TRN-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,83.77,Strong,82.23,80.97,83.77,1.25,Stable,Attendance and Punctuality,100.0,Learner Satisfaction and Application Score,87.88,Learning and Adaptability,75.84,Teamwork and Professional Communication,62.34,0.9,83.6,Strong,Calculated - Pending Manager Review,2026-08-01
EMP403,Ayesha Khan,DEPARTMENT-009,Training & Development,Learning Services,POS-394,Training Intern,Training Intern,Intern,Intern/Trainee,PT-TRN-INTERN,PC-2025-2026-ANNUAL,2026-08-01,83.81,Strong,82.72,81.88,83.95,0.31,Stable,Attendance and Punctuality,100.0,Learner Knowledge Improvement,90.27,Training Delivery Target Achievement,78.39,Teamwork and Professional Communication,61.66,0.89,84.7,Strong,Calculated - Pending Manager Review,2026-08-01
EMP404,Adnan Aslam,DEPARTMENT-009,Training & Development,Learning Services,POS-395,Training Intern,Training Intern,Intern,Intern/Trainee,PT-TRN-INTERN,PC-2025-2026-ANNUAL,2026-08-01,87.09,Strong,87.71,87.09,88.06,-0.07,Stable,Training Delivery Target Achievement,100.0,Responsibility and Deadline Discipline,100.0,Teamwork and Professional Communication,67.52,Learner Knowledge Improvement,65.39,0.89,91.1,Strong,Calculated - Pending Manager Review,2026-08-01
EMP405,Kinza Yousaf,DEPARTMENT-009,Training & Development,Learning Services,POS-396,Training Intern,Training Intern,Intern,Intern/Trainee,PT-TRN-INTERN,PC-2025-2026-ANNUAL,2026-08-01,82.22,Strong,80.94,79.45,82.22,1.96,Stable,Training Delivery Target Achievement,95.57,Attendance and Punctuality,91.76,Learning and Adaptability,73.13,Teamwork and Professional Communication,43.2,0.89,87.3,Strong,Calculated - Pending Manager Review,2026-08-01
EMP406,Taha Ejaz,DEPARTMENT-010,Administration & Facilities,Corporate Services,EXEC-ADM-HEAD,Head of Administration and Facilities,Head of Administration and Facilities,Executive,Manager/Head,PT-ADM-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,79.59,Meets Expectations,78.82,77.66,80.02,0.45,Stable,Attendance and Punctuality,96.39,Administrative Cost Variance,86.75,Team Leadership and Development,70.6,Teamwork and Professional Communication,68.93,0.91,81.1,Effective,Calculated - Pending Manager Review,2026-08-01
EMP407,Rabia Raza,DEPARTMENT-010,Administration & Facilities,Corporate Services,POS-397,Administration Manager,Administration Manager,Lead/Manager,Manager/Head,PT-ADM-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,77.56,Meets Expectations,78.66,76.6,80.67,-1.94,Stable,Attendance and Punctuality,95.91,Facility and Maintenance Reliability,87.03,Team Leadership and Development,68.26,Teamwork and Professional Communication,57.66,0.91,79.5,Effective,Calculated - Pending Manager Review,2026-08-01
EMP408,Anam Yousaf,DEPARTMENT-010,Administration & Facilities,Corporate Services,POS-398,Administration Manager,Administration Manager,Lead/Manager,Manager/Head,PT-ADM-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,80.84,Strong,78.64,77.31,80.84,2.67,Stable,Attendance and Punctuality,96.15,Learning and Adaptability,90.91,Team Leadership and Development,69.61,Teamwork and Professional Communication,57.75,0.91,86.9,Strong,Calculated - Pending Manager Review,2026-08-01
EMP409,Waqas Akhtar,DEPARTMENT-010,Administration & Facilities,Corporate Services,POS-399,Administration Manager,Administration Manager,Lead/Manager,Manager/Head,PT-ADM-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,84.22,Strong,82.98,80.85,85.73,3.66,Improving,Responsibility and Deadline Discipline,100.0,Attendance and Punctuality,98.99,Team Leadership and Development,68.39,Teamwork and Professional Communication,64.6,0.92,96.5,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP410,Asad Rehman,DEPARTMENT-010,Administration & Facilities,Corporate Services,POS-400,Administration Manager,Administration Manager,Lead/Manager,Manager/Head,PT-ADM-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,84.09,Strong,87.24,84.09,89.25,-3.3,Declining,Attendance and Punctuality,99.73,Responsibility and Deadline Discipline,98.45,Team Leadership and Development,69.29,Teamwork and Professional Communication,67.2,0.91,94.4,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP411,Hamza Habib,DEPARTMENT-010,Administration & Facilities,Corporate Services,POS-401,Administration Manager,Administration Manager,Lead/Manager,Manager/Head,PT-ADM-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,84.14,Strong,84.08,82.59,85.33,-0.68,Stable,Responsibility and Deadline Discipline,96.86,Attendance and Punctuality,95.81,Team Leadership and Development,69.42,Teamwork and Professional Communication,61.03,0.92,90.6,Strong,Calculated - Pending Manager Review,2026-08-01
EMP412,Noor Mahmood,DEPARTMENT-010,Administration & Facilities,Corporate Services,POS-402,Administration Manager,Administration Manager,Lead/Manager,Manager/Head,PT-ADM-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,83.14,Strong,83.25,81.82,84.48,1.12,Stable,Attendance and Punctuality,97.45,Facility and Maintenance Reliability,90.51,Team Leadership and Development,71.3,Teamwork and Professional Communication,68.83,0.92,92.4,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP413,Ali Akhtar,DEPARTMENT-010,Administration & Facilities,Corporate Services,POS-403,Senior Administration Officer,Senior Administration Officer,Senior,Senior/Lead,PT-ADM-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,74.7,Meets Expectations,74.76,74.24,76.14,-0.73,Stable,Attendance and Punctuality,98.13,Administrative Cost Variance,80.19,Mentoring and Knowledge Transfer,70.26,Teamwork and Professional Communication,61.45,0.91,76.0,Effective,Calculated - Pending Manager Review,2026-08-01
EMP414,Zainab Tariq,DEPARTMENT-010,Administration & Facilities,Corporate Services,POS-404,Senior Administration Officer,Senior Administration Officer,Senior,Senior/Lead,PT-ADM-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,88.92,Strong,88.96,88.47,89.27,-0.02,Stable,Administration Service Target Achievement,100.0,Attendance and Punctuality,95.95,Mentoring and Knowledge Transfer,73.03,Teamwork and Professional Communication,65.44,0.91,91.9,Strong,Calculated - Pending Manager Review,2026-08-01
EMP415,Mahnoor Aziz,DEPARTMENT-010,Administration & Facilities,Corporate Services,POS-405,Senior Administration Officer,Senior Administration Officer,Senior,Senior/Lead,PT-ADM-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,85.82,Strong,84.87,83.14,85.91,1.63,Stable,Administration Service Target Achievement,100.0,Attendance and Punctuality,97.74,Mentoring and Knowledge Transfer,69.8,Teamwork and Professional Communication,49.66,0.91,88.9,Strong,Calculated - Pending Manager Review,2026-08-01
EMP416,Nida Raza,DEPARTMENT-010,Administration & Facilities,Corporate Services,POS-406,Senior Administration Officer,Senior Administration Officer,Senior,Senior/Lead,PT-ADM-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,86.03,Strong,86.91,85.97,88.36,-1.81,Stable,Administration Service Target Achievement,98.35,Attendance and Punctuality,97.34,Mentoring and Knowledge Transfer,68.24,Teamwork and Professional Communication,55.84,0.92,87.8,Strong,Calculated - Pending Manager Review,2026-08-01
EMP417,Saba Ali,DEPARTMENT-010,Administration & Facilities,Corporate Services,POS-407,Senior Administration Officer,Senior Administration Officer,Senior,Senior/Lead,PT-ADM-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,84.92,Strong,82.77,80.17,84.92,4.02,Improving,Administration Service Target Achievement,100.0,Administrative Cost Variance,100.0,Learning and Adaptability,67.57,Teamwork and Professional Communication,55.79,0.91,92.5,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP418,Imran Raza,DEPARTMENT-010,Administration & Facilities,Corporate Services,POS-408,Senior Administration Officer,Senior Administration Officer,Senior,Senior/Lead,PT-ADM-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,82.74,Strong,84.81,82.56,87.74,-4.54,Declining,Attendance and Punctuality,96.41,Administrative Cost Variance,88.17,Mentoring and Knowledge Transfer,75.41,Teamwork and Professional Communication,65.45,0.92,83.0,Strong,Calculated - Pending Manager Review,2026-08-01
EMP419,Anam Baig,DEPARTMENT-010,Administration & Facilities,Corporate Services,POS-409,Senior Administration Officer,Senior Administration Officer,Senior,Senior/Lead,PT-ADM-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,84.58,Strong,85.5,83.98,86.79,-2.01,Stable,Administration Service Target Achievement,100.0,Attendance and Punctuality,99.15,Mentoring and Knowledge Transfer,66.1,Teamwork and Professional Communication,54.83,0.91,84.7,Strong,Calculated - Pending Manager Review,2026-08-01
