Employee_ID,Employee_Name,Department_ID,Department,Business_Unit,Organizational_Unit_ID,Position_ID,Position_Title,Designation,Job_Level,Career_Level,Role_Band,Management_Tier,Manager_Flag,Measurement_Scope,Performance_Template_ID,Performance_Cycle_ID,Mapping_Status,Effective_Start_Date,Effective_End_Date,Data_As_Of_Date
EMP364,Iqra Malik,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN,POS-355,Training Manager,Training Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-TRN-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP365,Noor Raza,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN,POS-356,Training Manager,Training Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-TRN-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP366,Saad Khan,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN,POS-357,Training Manager,Training Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-TRN-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP367,Laiba Siddiqui,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN,POS-358,Training Manager,Training Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-TRN-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP368,Saba Hashmi,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,POS-359,Senior Trainer,Senior Trainer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-TRN-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP369,Maha Rauf,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,POS-360,Senior Trainer,Senior Trainer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-TRN-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP370,Anusha Mahmood,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,POS-361,Senior Trainer,Senior Trainer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-TRN-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP371,Omar Tariq,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,POS-362,Senior Trainer,Senior Trainer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-TRN-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP372,Hassan Nadeem,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,POS-363,Senior Trainer,Senior Trainer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-TRN-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP373,Noman Nawaz,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,POS-364,Senior Trainer,Senior Trainer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-TRN-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP374,Iqra Habib,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,POS-365,Senior Trainer,Senior Trainer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-TRN-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP375,Sana Mirza,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,POS-366,Senior Trainer,Senior Trainer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-TRN-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP376,Amna Nasir,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,POS-367,Learning and Development Specialist,Learning and Development Specialist,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-TRN-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP377,Anam Mirza,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,POS-368,Learning and Development Specialist,Learning and Development Specialist,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-TRN-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP378,Anam Qureshi,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,POS-369,Learning and Development Specialist,Learning and Development Specialist,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-TRN-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP379,Anusha Qureshi,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,POS-370,Learning and Development Specialist,Learning and Development Specialist,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-TRN-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP380,Maha Waheed,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,POS-371,Learning and Development Specialist,Learning and Development Specialist,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-TRN-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP381,Iqra Latif,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,POS-372,Learning and Development Specialist,Learning and Development Specialist,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-TRN-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP382,Fahad Ahmed,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,POS-373,Learning and Development Specialist,Learning and Development Specialist,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-TRN-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP383,Rabia Awan,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,POS-374,Learning and Development Specialist,Learning and Development Specialist,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-TRN-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP384,Ayesha Farooq,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,POS-375,Learning and Development Specialist,Learning and Development Specialist,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-TRN-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP385,Waqas Raza,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,POS-376,Learning and Development Specialist,Learning and Development Specialist,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-TRN-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP386,Areeba Nasir,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,POS-377,Learning and Development Specialist,Learning and Development Specialist,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-TRN-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP387,Usman Rashid,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,POS-378,Learning and Development Specialist,Learning and Development Specialist,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-TRN-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP388,Kashif Mughal,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,POS-379,Learning and Development Specialist,Learning and Development Specialist,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-TRN-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP389,Amna Latif,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,POS-380,Learning and Development Specialist,Learning and Development Specialist,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-TRN-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP390,Nida Ali,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,POS-381,Training Coordinator,Training Coordinator,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-TRN-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP391,Zainab Aslam,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,POS-382,Training Coordinator,Training Coordinator,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-TRN-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP392,Danish Zafar,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,POS-383,Training Coordinator,Training Coordinator,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-TRN-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP393,Nida Awan,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,POS-384,Training Coordinator,Training Coordinator,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-TRN-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP394,Usman Ansari,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,POS-385,Training Coordinator,Training Coordinator,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-TRN-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP395,Ayesha Raza,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,POS-386,Training Coordinator,Training Coordinator,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-TRN-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP396,Minal Ahmed,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,POS-387,Training Coordinator,Training Coordinator,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-TRN-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP397,Maryam Ahmed,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,POS-388,Training Coordinator,Training Coordinator,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-TRN-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP398,Hassan Chaudhry,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,POS-389,Training Coordinator,Training Coordinator,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-TRN-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP399,Nida Khalid,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,POS-390,Training Coordinator,Training Coordinator,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-TRN-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP400,Hassan Shah,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,POS-391,Training Coordinator,Training Coordinator,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-TRN-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP401,Ahmed Malik,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,POS-392,Training Coordinator,Training Coordinator,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-TRN-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP402,Asad Habib,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,POS-393,Training Coordinator,Training Coordinator,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-TRN-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP403,Ayesha Khan,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,POS-394,Training Intern,Training Intern,Intern,Internship,Intern/Trainee,Individual Contributor,No,Individual,PT-TRN-INTERN,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP404,Adnan Aslam,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,POS-395,Training Intern,Training Intern,Intern,Internship,Intern/Trainee,Individual Contributor,No,Individual,PT-TRN-INTERN,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP405,Kinza Yousaf,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,POS-396,Training Intern,Training Intern,Intern,Internship,Intern/Trainee,Individual Contributor,No,Individual,PT-TRN-INTERN,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP406,Taha Ejaz,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM,EXEC-ADM-HEAD,Head of Administration and Facilities,Head of Administration and Facilities,Executive,Executive,Manager/Head,Department Head,Yes,Team/Department,PT-ADM-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP407,Rabia Raza,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM,POS-397,Administration Manager,Administration Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-ADM-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP408,Anam Yousaf,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM,POS-398,Administration Manager,Administration Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-ADM-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP409,Waqas Akhtar,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM,POS-399,Administration Manager,Administration Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-ADM-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP410,Asad Rehman,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM,POS-400,Administration Manager,Administration Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-ADM-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP411,Hamza Habib,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM,POS-401,Administration Manager,Administration Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-ADM-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP412,Noor Mahmood,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM,POS-402,Administration Manager,Administration Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-ADM-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP413,Ali Akhtar,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,POS-403,Senior Administration Officer,Senior Administration Officer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-ADM-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP414,Zainab Tariq,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-03,POS-404,Senior Administration Officer,Senior Administration Officer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-ADM-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP415,Mahnoor Aziz,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,POS-405,Senior Administration Officer,Senior Administration Officer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-ADM-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP416,Nida Raza,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,POS-406,Senior Administration Officer,Senior Administration Officer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-ADM-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP417,Saba Ali,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-03,POS-407,Senior Administration Officer,Senior Administration Officer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-ADM-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP418,Imran Raza,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,POS-408,Senior Administration Officer,Senior Administration Officer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-ADM-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP419,Anam Baig,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-03,POS-409,Senior Administration Officer,Senior Administration Officer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-ADM-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP420,Imran Faisal,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,POS-410,Senior Administration Officer,Senior Administration Officer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-ADM-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP421,Amna Mirza,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-03,POS-411,Administration Officer,Administration Officer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-ADM-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP422,Farhan Ismail,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,POS-412,Administration Officer,Administration Officer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-ADM-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP423,Danish Latif,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,POS-413,Administration Officer,Administration Officer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-ADM-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP424,Omar Hameed,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,POS-414,Administration Officer,Administration Officer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-ADM-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP425,Saad Awan,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,POS-415,Administration Officer,Administration Officer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-ADM-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP426,Hassan Khan,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,POS-416,Administration Officer,Administration Officer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-ADM-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP427,Zainab Ahmed,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-03,POS-417,Administration Officer,Administration Officer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-ADM-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP428,Kinza Munir,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,POS-418,Administration Officer,Administration Officer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-ADM-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP429,Komal Latif,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,POS-419,Administration Officer,Administration Officer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-ADM-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP430,Saad Raza,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,POS-420,Administration Officer,Administration Officer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-ADM-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP431,Noman Iqbal,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-03,POS-421,Administration Officer,Administration Officer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-ADM-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP432,Kinza Hashmi,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,POS-422,Administration Officer,Administration Officer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-ADM-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP433,Amna Mahmood,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-03,POS-423,Administration Officer,Administration Officer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-ADM-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP434,Ayesha Awan,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,POS-424,Administration Officer,Administration Officer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-ADM-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP435,Kamran Sultan,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,POS-425,Administrative Assistant,Administrative Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-ADM-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP436,Anusha Chaudhry,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,POS-426,Administrative Assistant,Administrative Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-ADM-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP437,Ali Ismail,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,POS-427,Administrative Assistant,Administrative Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-ADM-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP438,Fahad Habib,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,POS-428,Administrative Assistant,Administrative Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-ADM-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP439,Imran Shah,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,POS-429,Administrative Assistant,Administrative Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-ADM-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP440,Iqra Zafar,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,POS-430,Administrative Assistant,Administrative Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-ADM-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP441,Mahnoor Waheed,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-03,POS-431,Administrative Assistant,Administrative Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-ADM-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP442,Usman Riaz,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,POS-432,Administrative Assistant,Administrative Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-ADM-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP443,Noman Ismail,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-03,POS-433,Administrative Assistant,Administrative Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-ADM-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
