Learning_Record_ID,Employee_ID,Employee_Name,Department_ID,Department,Position_ID,Position_Title,Role_Band,Course_ID,Course_Name,Course_Level,Skill_ID,Skill_Name,Current_Proficiency_Level,Current_Skill_Score,Certification_Status,Learning_Status,Completion_Date,Position_Required_Skill,History_Basis,Record_Source,Is_Actual_LMS_Record,Data_As_Of_Date
LEARN-EMP565-COURSE-S086-PRC,EMP565,Rabia Tariq,DEPARTMENT-013,Logistics & Warehouse,POS-552,Logistics Coordinator,Professional/Mid-level,COURSE-S086-PRC,Applied Dispatch Coordination,Practitioner,S086,Dispatch Coordination,3,84.6,Not Required,Completed,2026-07-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=3/5, skill score=84.6, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP300-COURSE-S007-ADV,EMP300,Talha Akhtar,DEPARTMENT-007,IT,POS-293,Systems Administrator,Professional/Mid-level,COURSE-S007-ADV,Advanced Cloud Platforms and Decision Practice,Advanced,S007,Cloud Platforms,4,100.0,Planned,Completed,2026-05-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=4/5, skill score=100.0, certification=Planned, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP300-COURSE-S011-PRC,EMP300,Talha Akhtar,DEPARTMENT-007,IT,POS-293,Systems Administrator,Professional/Mid-level,COURSE-S011-PRC,Applied Incident Management,Practitioner,S011,Incident Management,3,81.6,Not Required,Completed,2024-08-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=3/5, skill score=81.6, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP636-COURSE-S022-ADV,EMP636,Zainab Ejaz,DEPARTMENT-015,Quality Assurance,POS-621,Quality Assurance Manager,Manager/Head,COURSE-S022-ADV,Advanced Quality Control and Decision Practice,Advanced,S022,Quality Control,4,90.3,Certified,Completed,2024-06-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=4/5, skill score=90.3, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP636-COURSE-S092-PRC,EMP636,Zainab Ejaz,DEPARTMENT-015,Quality Assurance,POS-621,Quality Assurance Manager,Manager/Head,COURSE-S092-PRC,Applied Quality Auditing in Operations,Practitioner,S092,Quality Auditing,4,81.6,Certified,Completed,2025-06-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=4/5, skill score=81.6, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP636-COURSE-S094-ADV,EMP636,Zainab Ejaz,DEPARTMENT-015,Quality Assurance,POS-621,Quality Assurance Manager,Manager/Head,COURSE-S094-ADV,Advanced Corrective Action Management and Continuous Improvement,Advanced,S094,Corrective Action Management,5,91.0,Not Required,Completed,2024-01-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=5/5, skill score=91.0, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP484-COURSE-S075-ADV,EMP484,Saba Mughal,DEPARTMENT-011,Legal & Compliance,POS-473,Legal Assistant,Junior/Assistant,COURSE-S075-ADV,Advanced Case Management and Decision Practice,Advanced,S075,Case Management,4,84.3,Planned,Completed,2024-07-15,Yes,"Derived from actual role=Junior/Assistant, skill proficiency=4/5, skill score=84.3, certification=Planned, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP463-COURSE-S071-PRC,EMP463,Talha Ansari,DEPARTMENT-011,Legal & Compliance,POS-452,Senior Legal Counsel,Senior/Lead,COURSE-S071-PRC,Applied Contract Review,Practitioner,S071,Contract Review,3,72.8,Certified,Completed,2025-04-15,Yes,"Derived from actual role=Senior/Lead, skill proficiency=3/5, skill score=72.8, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP463-COURSE-S075-PRC,EMP463,Talha Ansari,DEPARTMENT-011,Legal & Compliance,POS-452,Senior Legal Counsel,Senior/Lead,COURSE-S075-PRC,Applied Case Management,Practitioner,S075,Case Management,3,72.5,Not Required,Completed,2025-06-15,Yes,"Derived from actual role=Senior/Lead, skill proficiency=3/5, skill score=72.5, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP652-COURSE-S095-ADV,EMP652,Kinza Waheed,DEPARTMENT-015,Quality Assurance,POS-637,Quality Analyst,Professional/Mid-level,COURSE-S095-ADV,Advanced Statistical Process Control and Continuous Improvement,Advanced,S095,Statistical Process Control,5,94.8,Certified,Completed,2025-05-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=5/5, skill score=94.8, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP652-COURSE-S093-ADV,EMP652,Kinza Waheed,DEPARTMENT-015,Quality Assurance,POS-637,Quality Analyst,Professional/Mid-level,COURSE-S093-ADV,Advanced Root Cause Analysis and Continuous Improvement,Advanced,S093,Root Cause Analysis,5,99.6,Planned,Completed,2026-02-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=5/5, skill score=99.6, certification=Planned, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP479-COURSE-S073-PRC,EMP479,Noman Latif,DEPARTMENT-011,Legal & Compliance,POS-468,Compliance Analyst,Professional/Mid-level,COURSE-S073-PRC,Applied Policy Interpretation,Practitioner,S073,Policy Interpretation,4,79.1,Not Required,Completed,2024-02-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=4/5, skill score=79.1, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP479-COURSE-S045-ADV,EMP479,Noman Latif,DEPARTMENT-011,Legal & Compliance,POS-468,Compliance Analyst,Professional/Mid-level,COURSE-S045-ADV,Advanced Stakeholder Management for Professional Growth,Advanced,S045,Stakeholder Management,5,94.3,Not Required,Completed,2025-06-15,No,"Derived from actual role=Professional/Mid-level, skill proficiency=5/5, skill score=94.3, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP234-COURSE-S028-ADV,EMP234,Hira Qureshi,DEPARTMENT-002,Finance,POS-232,Financial Analyst,Professional/Mid-level,COURSE-S028-ADV,Advanced Regulatory Reporting and Decision Practice,Advanced,S028,Regulatory Reporting,5,86.7,Not Required,Completed,2024-08-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=5/5, skill score=86.7, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP234-COURSE-S053-ADV,EMP234,Hira Qureshi,DEPARTMENT-002,Finance,POS-232,Financial Analyst,Professional/Mid-level,COURSE-S053-ADV,Advanced Documentation for Professional Growth,Advanced,S053,Documentation,5,95.7,Not Required,Completed,2024-08-15,No,"Derived from actual role=Professional/Mid-level, skill proficiency=5/5, skill score=95.7, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP604-COURSE-S089-PRC,EMP604,Saba Shah,DEPARTMENT-014,Production & Manufacturing,POS-590,Production Technician,Professional/Mid-level,COURSE-S089-PRC,Applied Machine Operation in Operations,Practitioner,S089,Machine Operation,4,76.7,Not Required,Completed,2026-05-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=4/5, skill score=76.7, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP604-COURSE-S044-ADV,EMP604,Saba Shah,DEPARTMENT-014,Production & Manufacturing,POS-590,Production Technician,Professional/Mid-level,COURSE-S044-ADV,Advanced Problem Solving for Professional Growth,Advanced,S044,Problem Solving,5,100.0,Not Required,Completed,2024-08-15,No,"Derived from actual role=Professional/Mid-level, skill proficiency=5/5, skill score=100.0, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP633-COURSE-S095-ADV,EMP633,Sara Tariq,DEPARTMENT-015,Quality Assurance,POS-618,Quality Assurance Manager,Manager/Head,COURSE-S095-ADV,Advanced Statistical Process Control and Continuous Improvement,Advanced,S095,Statistical Process Control,5,99.7,Certified,Completed,2025-02-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=5/5, skill score=99.7, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP633-COURSE-S094-ADV,EMP633,Sara Tariq,DEPARTMENT-015,Quality Assurance,POS-618,Quality Assurance Manager,Manager/Head,COURSE-S094-ADV,Advanced Corrective Action Management and Continuous Improvement,Advanced,S094,Corrective Action Management,4,85.4,Not Required,Completed,2025-03-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=4/5, skill score=85.4, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP633-COURSE-S044-PRC,EMP633,Sara Tariq,DEPARTMENT-015,Quality Assurance,POS-618,Quality Assurance Manager,Manager/Head,COURSE-S044-PRC,Problem Solving in Practice,Practitioner,S044,Problem Solving,4,81.8,Planned,Completed,2025-05-15,No,"Derived from actual role=Manager/Head, skill proficiency=4/5, skill score=81.8, certification=Planned, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP299-COURSE-S008-PRC,EMP299,Noor Nadeem,DEPARTMENT-007,IT,POS-292,Systems Administrator,Professional/Mid-level,COURSE-S008-PRC,Applied Cybersecurity,Practitioner,S008,Cybersecurity,4,77.4,Certified,Completed,2025-04-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=4/5, skill score=77.4, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP299-COURSE-S010-ADV,EMP299,Noor Nadeem,DEPARTMENT-007,IT,POS-292,Systems Administrator,Professional/Mid-level,COURSE-S010-ADV,Advanced IT Service Management and Decision Practice,Advanced,S010,IT Service Management,4,88.7,Certified,Completed,2025-06-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=4/5, skill score=88.7, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP197-COURSE-S035-ADV,EMP197,Zeeshan Qureshi,DEPARTMENT-001,HR,POS-197,HR Manager,Manager/Head,COURSE-S035-ADV,Advanced Learning & Development and Decision Practice,Advanced,S035,Learning & Development,5,86.2,Not Required,Completed,2024-01-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=5/5, skill score=86.2, certification=Not Required, skill status=Verified.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP197-COURSE-S046-PRC,EMP197,Zeeshan Qureshi,DEPARTMENT-001,HR,POS-197,HR Manager,Manager/Head,COURSE-S046-PRC,Leadership in Practice,Practitioner,S046,Leadership,4,73.1,Not Required,Completed,2025-04-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=4/5, skill score=73.1, certification=Not Required, skill status=Verified.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP197-COURSE-S033-PRC,EMP197,Zeeshan Qureshi,DEPARTMENT-001,HR,POS-197,HR Manager,Manager/Head,COURSE-S033-PRC,Applied Performance Management,Practitioner,S033,Performance Management,4,68.5,Not Required,Completed,2025-04-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=4/5, skill score=68.5, certification=Not Required, skill status=Developing.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP341-COURSE-S058-ADV,EMP341,Kashif Latif,DEPARTMENT-008,Medical Care,POS-333,Medical Officer,Professional/Mid-level,COURSE-S058-ADV,Advanced Infection Prevention and Patient Safety,Advanced,S058,Infection Prevention,5,96.9,Not Required,Completed,2024-03-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=5/5, skill score=96.9, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP341-COURSE-S055-PRC,EMP341,Kashif Latif,DEPARTMENT-008,Medical Care,POS-333,Medical Officer,Professional/Mid-level,COURSE-S055-PRC,Applied Patient Care in Clinical Practice,Practitioner,S055,Patient Care,5,80.0,Planned,Completed,2025-08-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=5/5, skill score=80.0, certification=Planned, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP478-COURSE-S046-ADV,EMP478,Kinza Iqbal,DEPARTMENT-011,Legal & Compliance,POS-467,Compliance Analyst,Professional/Mid-level,COURSE-S046-ADV,Advanced Leadership for Professional Growth,Advanced,S046,Leadership,5,95.7,Certified,Completed,2026-05-15,No,"Derived from actual role=Professional/Mid-level, skill proficiency=5/5, skill score=95.7, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP478-COURSE-S074-FND,EMP478,Kinza Iqbal,DEPARTMENT-011,Legal & Compliance,POS-467,Compliance Analyst,Professional/Mid-level,COURSE-S074-FND,Legal Research Fundamentals,Foundation,S074,Legal Research,3,67.1,Certified,Completed,2024-02-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=3/5, skill score=67.1, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP547-COURSE-S084-ADV,EMP547,Usman Ali,DEPARTMENT-013,Logistics & Warehouse,POS-534,Logistics Manager,Manager/Head,COURSE-S084-ADV,Advanced Transport Planning and Decision Practice,Advanced,S084,Transport Planning,5,98.3,Certified,Completed,2025-08-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=5/5, skill score=98.3, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP547-COURSE-S086-ADV,EMP547,Usman Ali,DEPARTMENT-013,Logistics & Warehouse,POS-534,Logistics Manager,Manager/Head,COURSE-S086-ADV,Advanced Dispatch Coordination and Decision Practice,Advanced,S086,Dispatch Coordination,4,86.5,Certified,Completed,2026-02-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=4/5, skill score=86.5, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP547-COURSE-S083-ADV,EMP547,Usman Ali,DEPARTMENT-013,Logistics & Warehouse,POS-534,Logistics Manager,Manager/Head,COURSE-S083-ADV,Advanced Inventory Control and Decision Practice,Advanced,S083,Inventory Control,5,91.6,Planned,Completed,2025-08-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=5/5, skill score=91.6, certification=Planned, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP464-COURSE-S075-ADV,EMP464,Nida Ismail,DEPARTMENT-011,Legal & Compliance,POS-453,Senior Legal Counsel,Senior/Lead,COURSE-S075-ADV,Advanced Case Management and Decision Practice,Advanced,S075,Case Management,4,84.0,Certified,Completed,2025-08-15,Yes,"Derived from actual role=Senior/Lead, skill proficiency=4/5, skill score=84.0, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP464-COURSE-S071-ADV,EMP464,Nida Ismail,DEPARTMENT-011,Legal & Compliance,POS-453,Senior Legal Counsel,Senior/Lead,COURSE-S071-ADV,Advanced Contract Review and Decision Practice,Advanced,S071,Contract Review,4,85.9,Not Required,Completed,2024-06-15,Yes,"Derived from actual role=Senior/Lead, skill proficiency=4/5, skill score=85.9, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP461-COURSE-S071-ADV,EMP461,Taha Qureshi,DEPARTMENT-011,Legal & Compliance,POS-450,Senior Legal Counsel,Senior/Lead,COURSE-S071-ADV,Advanced Contract Review and Decision Practice,Advanced,S071,Contract Review,5,97.6,Not Required,Completed,2026-08-15,Yes,"Derived from actual role=Senior/Lead, skill proficiency=5/5, skill score=97.6, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP461-COURSE-S074-PRC,EMP461,Taha Qureshi,DEPARTMENT-011,Legal & Compliance,POS-450,Senior Legal Counsel,Senior/Lead,COURSE-S074-PRC,Applied Legal Research,Practitioner,S074,Legal Research,3,70.3,Not Required,Completed,2025-04-15,Yes,"Derived from actual role=Senior/Lead, skill proficiency=3/5, skill score=70.3, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP661-COURSE-S022-ADV,EMP661,Fatima Sheikh,DEPARTMENT-015,Quality Assurance,POS-646,Quality Inspector,Junior/Assistant,COURSE-S022-ADV,Advanced Quality Control and Decision Practice,Advanced,S022,Quality Control,4,87.8,Certified,Completed,2025-01-15,Yes,"Derived from actual role=Junior/Assistant, skill proficiency=4/5, skill score=87.8, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP602-COURSE-S091-ADV,EMP602,Noor Baig,DEPARTMENT-014,Production & Manufacturing,POS-588,Production Technician,Professional/Mid-level,COURSE-S091-ADV,Advanced Lean Manufacturing and Continuous Improvement,Advanced,S091,Lean Manufacturing,4,86.9,Certified,Completed,2025-03-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=4/5, skill score=86.9, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP602-COURSE-S090-ADV,EMP602,Noor Baig,DEPARTMENT-014,Production & Manufacturing,POS-588,Production Technician,Professional/Mid-level,COURSE-S090-ADV,Advanced Preventive Maintenance and Continuous Improvement,Advanced,S090,Preventive Maintenance,4,88.5,Not Required,Completed,2026-05-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=4/5, skill score=88.5, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP420-COURSE-S069-ADV,EMP420,Imran Faisal,DEPARTMENT-010,Administration & Facilities,POS-410,Senior Administration Officer,Senior/Lead,COURSE-S069-ADV,Advanced Asset Management and Decision Practice,Advanced,S069,Asset Management,4,87.9,Not Required,Completed,2026-08-15,Yes,"Derived from actual role=Senior/Lead, skill proficiency=4/5, skill score=87.9, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP420-COURSE-S068-ADV,EMP420,Imran Faisal,DEPARTMENT-010,Administration & Facilities,POS-410,Senior Administration Officer,Senior/Lead,COURSE-S068-ADV,Advanced Vendor Coordination and Decision Practice,Advanced,S068,Vendor Coordination,4,93.4,Not Required,Completed,2025-04-15,Yes,"Derived from actual role=Senior/Lead, skill proficiency=4/5, skill score=93.4, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP537-COURSE-S079-PRC,EMP537,Maryam Bukhari,DEPARTMENT-012,Procurement & Supply Chain,POS-525,Procurement Assistant,Junior/Assistant,COURSE-S079-PRC,Applied Contract Negotiation,Practitioner,S079,Contract Negotiation,3,82.5,Certified,Completed,2024-02-15,Yes,"Derived from actual role=Junior/Assistant, skill proficiency=3/5, skill score=82.5, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP370-COURSE-S062-ADV,EMP370,Anusha Mahmood,DEPARTMENT-009,Training & Development,POS-361,Senior Trainer,Senior/Lead,COURSE-S062-ADV,Advanced Curriculum Design and Learning Impact,Advanced,S062,Curriculum Design,5,85.6,Not Required,Completed,2026-05-15,Yes,"Derived from actual role=Senior/Lead, skill proficiency=5/5, skill score=85.6, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP370-COURSE-S045-ADV,EMP370,Anusha Mahmood,DEPARTMENT-009,Training & Development,POS-361,Senior Trainer,Senior/Lead,COURSE-S045-ADV,Advanced Stakeholder Management for Professional Growth,Advanced,S045,Stakeholder Management,5,95.0,Certified,Completed,2024-04-15,No,"Derived from actual role=Senior/Lead, skill proficiency=5/5, skill score=95.0, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP218-COURSE-S031-PRC,EMP218,Laiba Zafar,DEPARTMENT-001,HR,POS-217,HR Assistant,Junior/Assistant,COURSE-S031-PRC,Applied Recruitment & Selection,Practitioner,S031,Recruitment & Selection,4,72.6,Certified,Completed,2025-07-15,Yes,"Derived from actual role=Junior/Assistant, skill proficiency=4/5, skill score=72.6, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP292-COURSE-S011-PRC,EMP292,Imran Mughal,DEPARTMENT-007,IT,EXEC-IT-HEAD,Head of IT,Manager/Head,COURSE-S011-PRC,Applied Incident Management,Practitioner,S011,Incident Management,5,79.2,Not Required,Completed,2025-07-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=5/5, skill score=79.2, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP292-COURSE-S010-PRC,EMP292,Imran Mughal,DEPARTMENT-007,IT,EXEC-IT-HEAD,Head of IT,Manager/Head,COURSE-S010-PRC,Applied IT Service Management,Practitioner,S010,IT Service Management,4,77.0,Planned,Completed,2026-07-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=4/5, skill score=77.0, certification=Planned, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP292-COURSE-S009-PRC,EMP292,Imran Mughal,DEPARTMENT-007,IT,EXEC-IT-HEAD,Head of IT,Manager/Head,COURSE-S009-PRC,Applied Network Administration,Practitioner,S009,Network Administration,4,76.2,Not Required,Completed,2024-01-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=4/5, skill score=76.2, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP294-COURSE-S007-ADV,EMP294,Sara Mirza,DEPARTMENT-007,IT,POS-287,IT Manager,Manager/Head,COURSE-S007-ADV,Advanced Cloud Platforms and Decision Practice,Advanced,S007,Cloud Platforms,4,87.6,Not Required,Completed,2024-05-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=4/5, skill score=87.6, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP294-COURSE-S050-ADV,EMP294,Sara Mirza,DEPARTMENT-007,IT,POS-287,IT Manager,Manager/Head,COURSE-S050-ADV,Advanced Project Management for Professional Growth,Advanced,S050,Project Management,4,82.7,Certified,Completed,2026-03-15,No,"Derived from actual role=Manager/Head, skill proficiency=4/5, skill score=82.7, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP294-COURSE-S046-ADV,EMP294,Sara Mirza,DEPARTMENT-007,IT,POS-287,IT Manager,Manager/Head,COURSE-S046-ADV,Advanced Leadership for Professional Growth,Advanced,S046,Leadership,5,91.4,Not Required,Completed,2025-07-15,No,"Derived from actual role=Manager/Head, skill proficiency=5/5, skill score=91.4, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP649-COURSE-S093-ADV,EMP649,Fatima Raza,DEPARTMENT-015,Quality Assurance,POS-634,Quality Analyst,Professional/Mid-level,COURSE-S093-ADV,Advanced Root Cause Analysis and Continuous Improvement,Advanced,S093,Root Cause Analysis,5,82.5,Certified,Completed,2025-02-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=5/5, skill score=82.5, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP649-COURSE-S092-PRC,EMP649,Fatima Raza,DEPARTMENT-015,Quality Assurance,POS-634,Quality Analyst,Professional/Mid-level,COURSE-S092-PRC,Applied Quality Auditing in Operations,Practitioner,S092,Quality Auditing,4,77.8,Certified,Completed,2024-05-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=4/5, skill score=77.8, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP710-COURSE-S099-ADV,EMP710,Sara Hameed,DEPARTMENT-016,Research & Development,POS-694,Research Associate,Junior/Assistant,COURSE-S099-ADV,Advanced Innovation Management and Innovation Practice,Advanced,S099,Innovation Management,4,86.2,Not Required,Completed,2026-02-15,Yes,"Derived from actual role=Junior/Assistant, skill proficiency=4/5, skill score=86.2, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP386-COURSE-S061-ADV,EMP386,Areeba Nasir,DEPARTMENT-009,Training & Development,POS-377,Learning and Development Specialist,Professional/Mid-level,COURSE-S061-ADV,Advanced Training Needs Analysis and Learning Impact,Advanced,S061,Training Needs Analysis,5,96.1,Not Required,Completed,2024-05-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=5/5, skill score=96.1, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP386-COURSE-S064-ADV,EMP386,Areeba Nasir,DEPARTMENT-009,Training & Development,POS-377,Learning and Development Specialist,Professional/Mid-level,COURSE-S064-ADV,Advanced Learning Evaluation and Learning Impact,Advanced,S064,Learning Evaluation,4,91.3,Not Required,Completed,2025-08-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=4/5, skill score=91.3, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP369-COURSE-S063-ADV,EMP369,Maha Rauf,DEPARTMENT-009,Training & Development,POS-360,Senior Trainer,Senior/Lead,COURSE-S063-ADV,Advanced Facilitation and Learning Impact,Advanced,S063,Facilitation,5,94.1,Certified,Completed,2024-01-15,Yes,"Derived from actual role=Senior/Lead, skill proficiency=5/5, skill score=94.1, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
