Employee_ID,Employee_Name,Department,Position_ID,Designation,Job_Level,Tenure_Months,Years_in_Company,Total_Experience_Years,Relevant_Experience_Years,Years_in_Current_Role,Projects_Completed,High_Impact_Projects,Previous_Same_Role,Previous_Department_Experience,Leadership_Experience_Years,Cross_Functional_Projects,Project_Success_Rate_pct,Experience_Score,Department_ID,Business_Unit,Organizational_Unit_ID,Work_Location_ID,Cost_Center_ID,Data_As_Of_Date
EMP180,Arham Hussain,Customer Support,POS-180,Support Executive,Junior,12,1.0,2.5,2.1,1.0,8,2,No,Yes,0.0,2,80.2,97.0,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP181,Saad Yousaf,Operations,POS-181,Operations Officer,Junior,17,1.4,2.7,2.0,1.2,2,0,No,Yes,0.0,1,83.2,80.8,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP182,Waqas Ahmad,Sales,POS-182,Senior Sales Executive,Mid,23,1.9,7.3,5.4,1.3,17,6,Yes,Yes,0.0,6,89.2,98.4,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-03,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP183,Zain Saleem,IT,POS-183,Junior IT Engineer,Junior,36,3.0,4.4,3.6,3.0,9,3,No,Yes,0.0,3,83.0,97.5,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP184,Iqra Hassan,Operations,POS-184,Operations Officer,Junior,12,1.0,1.4,0.9,1.0,3,1,No,No,0.0,1,75.5,83.8,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP185,Salman Hameed,Finance,POS-185,Senior Financial Analyst,Senior,88,7.3,11.3,9.1,3.8,22,6,Yes,No,0.4,8,81.6,88.8,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP186,Zara Masood,IT,POS-186,IT Engineer,Mid,20,1.7,5.3,3.3,1.0,13,3,Yes,Yes,0.0,5,85.0,97.8,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP187,Nida Mahmood,Operations,POS-187,Operations Officer,Junior,30,2.5,4.0,3.1,1.2,8,2,No,Yes,0.0,1,75.1,96.3,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP188,Areeba Ahmad,IT,POS-188,Senior IT Engineer,Senior,112,9.3,15.2,13.6,1.2,25,7,No,Yes,1.5,4,81.4,97.2,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP189,Omer Masood,Engineering,POS-189,Engineering Manager,Lead/Manager,53,4.4,16.2,11.8,2.2,32,9,No,Yes,3.8,5,82.0,97.3,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP190,Noor Saeed,HR,POS-190,HR Officer,Junior,18,1.5,1.9,1.7,1.5,2,1,No,No,0.0,1,74.3,79.5,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP191,Danish Yousaf,Operations,POS-191,Operations Specialist,Mid,56,4.7,9.7,8.3,3.8,26,4,Yes,Yes,0.0,7,87.4,98.1,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP192,Kashif Hussain,Sales,POS-192,Sales Executive,Junior,31,2.6,4.6,4.1,1.3,7,2,Yes,Yes,0.0,2,82.3,97.3,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP193,Zain Qureshi,Operations,POS-193,Operations Officer,Junior,8,0.7,0.8,0.6,0.5,6,1,No,No,0.0,1,94.3,99.1,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP194,Shahid Ahmad,Customer Support,POS-194,Senior Support Executive,Mid,8,0.7,4.2,3.1,0.7,9,2,Yes,Yes,0.0,2,85.5,90.1,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP195,Mohsin Khan,Engineering,POS-195,Engineering Manager,Lead/Manager,104,8.7,15.5,12.4,1.7,32,6,Yes,Yes,2.2,11,83.7,95.7,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP196,Mohsin Abbasi,Engineering,POS-196,Software Engineer,Mid,27,2.2,6.2,5.4,2.1,16,2,Yes,Yes,0.0,4,82.8,97.4,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP197,Zeeshan Qureshi,HR,POS-197,HR Manager,Lead/Manager,56,4.7,14.3,11.5,4.4,29,10,No,No,6.2,7,85.8,97.9,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP198,Ali Tariq,Operations,POS-198,Operations Officer,Junior,18,1.5,1.6,1.4,1.5,1,0,No,No,0.0,0,84.8,76.9,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP199,Zara Tariq,Customer Support,POS-199,Support Executive,Junior,22,1.8,4.2,3.5,1.8,7,1,Yes,Yes,0.0,2,88.8,98.3,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-02,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP200,Ahmad Abbasi,Customer Support,POS-200,Senior Support Executive,Mid,42,3.5,6.7,4.8,3.3,14,3,Yes,Yes,0.0,3,89.6,98.4,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP201,Taha Saeed,HR,EXEC-HR-HEAD,Head of HR,Executive,130,10.8,30.5,25.6,8.7,32,8,Yes,No,23.9,9,87.7,100,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP202,Usman Hashmi,HR,POS-201,HR Manager,Lead/Manager,69,5.8,18.2,13.3,2.8,42,7,No,No,14.4,8,82.4,100,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP203,Zainab Awan,HR,POS-202,HR Manager,Lead/Manager,94,7.8,15.9,12.9,4.2,32,3,No,No,11.7,7,99.4,100,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP204,Mahnoor Khan,HR,POS-203,Senior HR Business Partner,Senior,51,4.2,10.8,6.4,2.0,21,5,Yes,No,0.1,7,73.7,86.6,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP205,Farhan Nadeem,HR,POS-204,Senior HR Business Partner,Senior,112,9.3,15.1,11.8,9.3,18,3,No,Yes,0.4,6,86.0,100,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP206,Minal Abbasi,HR,POS-205,Senior HR Business Partner,Senior,112,9.3,17.8,12.4,0.2,31,6,No,No,0.1,4,97.9,100,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP207,Nida Sultan,HR,POS-206,HR Officer,Mid,28,2.3,5.5,4.0,2.0,5,1,No,No,1.2,3,77.4,76.4,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP208,Omar Rauf,HR,POS-207,HR Officer,Mid,79,6.6,10.4,6.4,5.0,15,2,No,No,0.4,1,89.1,85.8,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP209,Adnan Aziz,HR,POS-208,HR Officer,Mid,54,4.5,7.9,6.6,2.7,18,2,No,Yes,0.7,1,82.2,85.6,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP210,Maha Latif,HR,POS-209,HR Officer,Mid,25,2.1,6.1,3.6,0.6,11,1,No,No,0.5,5,99.5,78.2,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP211,Adnan Abbasi,HR,POS-210,HR Officer,Mid,56,4.7,7.0,6.1,1.7,14,2,Yes,No,0.7,4,93.2,86.3,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP212,Talha Saleem,HR,POS-211,HR Officer,Mid,68,5.7,9.4,7.6,5.5,19,5,No,No,0.3,4,84.1,92.7,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP213,Talha Khalid,HR,POS-212,HR Officer,Mid,71,5.9,11.8,9.1,0.9,20,4,No,No,0.7,1,87.7,97.2,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP214,Talha Ejaz,HR,POS-213,HR Assistant,Junior,11,0.9,2.7,1.6,0.8,2,0,No,No,1.4,5,97.1,72.0,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP215,Mehwish Baig,HR,POS-214,HR Assistant,Junior,25,2.1,2.8,1.7,2.1,4,0,No,No,0.6,0,80.1,67.3,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP216,Sana Mahmood,HR,POS-215,HR Assistant,Junior,25,2.1,2.9,2.0,0.4,6,0,No,No,0.8,0,81.8,69.0,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP217,Laiba Qureshi,HR,POS-216,HR Assistant,Junior,25,2.1,2.1,1.9,1.4,3,0,No,No,0.0,0,84.8,67.7,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP218,Laiba Zafar,HR,POS-217,HR Assistant,Junior,21,1.8,3.0,2.0,0.7,3,0,No,Yes,0.8,5,76.5,67.9,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP219,Komal Yousaf,HR,POS-218,HR Assistant,Junior,24,2.0,3.6,3.1,1.3,4,1,No,No,0.4,3,81.4,72.9,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP220,Taha Saleem,HR,POS-219,HR Assistant,Junior,24,2.0,2.6,1.5,1.2,5,1,No,No,0.7,5,88.2,70.0,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP221,Anam Akhtar,HR,POS-220,HR Assistant,Junior,34,2.8,4.1,3.4,1.3,9,1,No,No,0.6,1,85.8,75.1,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP222,Farhan Khan,HR,POS-221,HR Assistant,Junior,5,0.4,1.7,1.1,0.4,3,0,No,No,1.1,0,93.5,69.2,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP223,Talha Mahmood,HR,POS-222,HR Assistant,Junior,23,1.9,3.6,2.5,1.7,6,1,Yes,Yes,1.5,5,84.0,73.8,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP224,Laiba Ali,HR,POS-223,HR Intern,Intern,9,0.8,0.9,0.8,0.8,2,0,No,No,1.4,0,78.6,65.9,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP225,Noor Rauf,HR,POS-224,HR Intern,Intern,11,0.9,0.9,0.6,0.4,0,0,No,No,0.8,0,85.2,65.4,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP226,Taha Raza,HR,POS-225,HR Intern,Intern,11,0.9,1.8,1.3,0.3,2,0,No,Yes,1.5,1,91.4,70.2,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP227,Fahad Sheikh,Finance,EXEC-FIN-HEAD,Head of Finance,Executive,182,15.2,34.1,23.6,0.8,35,8,No,No,30.0,8,71.9,100,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP228,Ahmed Farooq,Finance,POS-226,Finance Manager,Lead/Manager,67,5.6,15.4,12.4,3.8,35,6,Yes,No,8.5,7,83.2,100,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP229,Danish Sultan,Finance,POS-227,Finance Manager,Lead/Manager,72,6.0,14.8,11.6,0.6,20,4,No,No,8.4,9,86.0,100,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP230,Saba Nadeem,Finance,POS-228,Finance Manager,Lead/Manager,185,15.4,26.7,15.0,6.8,30,7,Yes,No,20.4,8,84.4,100,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP231,Ayesha Aziz,Finance,POS-229,Finance Manager,Lead/Manager,109,9.1,21.7,16.7,7.3,35,10,Yes,No,14.9,10,91.5,100,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP232,Raza Iqbal,Finance,POS-230,Finance Manager,Lead/Manager,129,10.8,22.1,19.1,0.6,52,7,No,No,17.8,5,100,100,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP233,Eman Akhtar,Finance,POS-231,Financial Analyst,Mid,45,3.8,9.4,7.9,2.2,19,5,No,Yes,0.5,4,84.4,94.1,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP234,Hira Qureshi,Finance,POS-232,Financial Analyst,Mid,48,4.0,8.2,5.8,1.9,10,2,No,No,0.4,8,84.3,83.1,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP235,Farhan Munir,Finance,POS-233,Financial Analyst,Mid,85,7.1,13.1,10.9,0.6,13,3,No,No,0.8,9,65.9,97.0,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP236,Anam Nadeem,Finance,POS-234,Financial Analyst,Mid,64,5.3,7.9,5.4,5.0,12,1,No,Yes,0.9,6,82.8,81.1,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP237,Areeba Munir,Finance,POS-235,Accounts Assistant,Junior,39,3.2,5.3,4.5,1.0,10,2,No,Yes,0.6,0,80.1,78.7,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP238,Kinza Ali,Finance,POS-236,Accounts Assistant,Junior,10,0.8,3.4,2.7,0.6,7,0,No,No,1.5,4,75.9,71.3,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP239,Komal Sultan,Finance,POS-237,Accounts Assistant,Junior,28,2.3,2.5,1.5,1.2,4,0,No,No,0.3,0,92.2,68.5,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP240,Eman Latif,Finance,POS-238,Accounts Assistant,Junior,11,0.9,0.9,0.8,0.5,0,0,No,No,1.5,6,94.7,69.3,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP241,Mahnoor Hameed,Finance,POS-239,Accounts Assistant,Junior,6,0.5,3.5,3.1,0.4,3,0,No,No,1.5,5,79.4,73.2,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP242,Mehwish Dar,Finance,POS-240,Accounts Assistant,Junior,13,1.1,2.1,1.6,0.2,3,0,No,No,0.9,9,79.8,67.6,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP243,Mehwish Khalid,Finance,POS-241,Accounts Assistant,Junior,4,0.3,1.1,0.7,0.3,1,0,No,No,0.6,5,76.2,63.5,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP244,Saad Rauf,Finance,POS-242,Accounts Assistant,Junior,34,2.8,5.2,4.2,2.1,7,0,No,No,0.6,2,71.2,73.0,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP245,Ayesha Habib,Finance,POS-243,Accounts Assistant,Junior,10,0.8,3.4,2.9,0.6,4,0,No,No,0.4,3,75.9,69.7,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP246,Ahmed Zafar,Finance,POS-244,Accounts Assistant,Junior,25,2.1,4.1,3.1,1.3,5,0,No,No,1.1,5,71.1,70.7,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP247,Maha Aslam,Finance,POS-245,Accounts Assistant,Junior,37,3.1,3.8,2.2,0.6,8,1,No,No,0.7,10,77.3,70.0,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP248,Anam Zafar,Finance,POS-246,Accounts Assistant,Junior,39,3.2,5.6,3.9,0.3,7,1,No,No,1.5,7,94.2,80.0,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP249,Noor Qureshi,Finance,POS-247,Finance Intern,Intern,3,0.2,1.1,0.8,0.2,1,0,No,No,1.3,0,88.6,67.7,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP250,Taha Malik,Finance,POS-248,Finance Intern,Intern,12,1.0,1.4,1.1,0.3,1,0,No,No,0.1,1,71.2,62.7,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP251,Mahnoor Javed,Finance,POS-249,Finance Intern,Intern,7,0.6,1.5,1.3,0.4,2,0,No,No,0.6,0,87.7,67.6,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP252,Iqra Ismail,Sales,EXEC-SAL-HEAD,Head of Sales,Executive,101,8.4,22.2,18.8,6.0,32,7,Yes,Yes,17.3,5,87.9,100,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP253,Hassan Nawaz,Sales,POS-250,Senior Account Manager,Senior,54,4.5,13.9,8.7,2.4,31,8,No,No,0.5,0,82.1,100,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP254,Farhan Awan,Sales,POS-251,Senior Account Manager,Senior,86,7.2,14.4,12.5,2.6,33,6,No,No,0.6,3,81.2,100,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP255,Rabia Rashid,Sales,POS-252,Senior Account Manager,Senior,149,12.4,21.1,11.9,1.0,21,4,Yes,Yes,1.3,8,79.4,100,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP256,Omar Farooq,Sales,POS-253,Sales Intern,Intern,1,0.1,0.3,0.2,0.1,0,0,No,No,0.5,1,88.0,64.2,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP257,Adnan Baig,Sales,POS-254,Sales Intern,Intern,6,0.5,1.5,1.1,0.2,3,0,No,No,1.1,0,92.5,69.0,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP258,Ayesha Khalid,Sales,POS-255,Sales Intern,Intern,12,1.0,1.7,1.1,0.7,4,0,No,No,0.3,0,74.5,63.8,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP259,Usman Nasir,Customer Support,EXEC-CS-HEAD,Head of Customer Support,Executive,203,16.9,35.7,21.6,15.9,40,4,No,No,32.4,6,89.8,100,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP260,Rabia Farooq,Customer Support,POS-256,Senior Customer Support Specialist,Senior,104,8.7,17.6,13.3,8.0,24,4,No,No,0.6,3,76.5,100,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP261,Anam Ahmed,Customer Support,POS-257,Senior Customer Support Specialist,Senior,97,8.1,17.8,12.3,1.5,25,7,No,No,0.0,10,93.6,100,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP262,Omar Riaz,Customer Support,POS-258,Senior Customer Support Specialist,Senior,118,9.8,17.9,12.4,1.1,28,6,No,No,0.3,9,82.5,100,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-02,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP263,Anusha Rauf,Customer Support,POS-259,Customer Support Specialist,Mid,58,4.8,8.7,6.3,3.4,10,2,No,No,1.0,8,94.2,87.7,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP264,Areeba Rauf,Customer Support,POS-260,Customer Support Specialist,Mid,34,2.8,5.8,4.1,0.5,6,1,No,No,0.7,6,83.1,76.8,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP265,Danish Saleem,Customer Support,POS-261,Customer Support Intern,Intern,2,0.2,0.6,0.4,0.2,0,0,No,Yes,0.5,0,87.4,64.7,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP266,Maryam Khalid,Customer Support,POS-262,Customer Support Intern,Intern,7,0.6,0.9,0.6,0.5,1,0,No,No,1.1,0,90.6,67.1,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP267,Haris Awan,Customer Support,POS-263,Customer Support Intern,Intern,1,0.1,0.3,0.2,0.1,0,0,No,No,0.5,2,88.1,64.2,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP268,Fatima Mughal,Engineering,EXEC-ENG-HEAD,Head of Engineering,Executive,125,10.4,22.5,13.5,5.1,33,7,No,No,16.4,12,84.5,100,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP269,Noor Bukhari,Engineering,POS-264,Senior Software Engineer,Senior,105,8.8,17.4,11.4,6.3,27,5,No,No,0.2,7,81.7,100,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP270,Laiba Saeed,Engineering,POS-265,Senior Software Engineer,Senior,128,10.7,16.3,11.1,7.4,29,6,No,Yes,1.1,9,81.6,100,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP271,Minal Khalid,Engineering,POS-266,Junior Software Engineer,Junior,31,2.6,5.5,4.2,2.4,10,2,Yes,No,1.4,4,82.9,80.0,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,2026-08-01
