Employee_ID,Employee_Name,Department,Position_ID,Attendance_Period,Scheduled_Working_Days,Present_Days,Approved_Leave_Days,Absent_Days,Unapproved_Absent_Days,Late_Arrivals,Overtime_Hours_Last_30D,Attendance_Percentage,Punctuality_Percentage,Attendance_Score,Attendance_Status,Department_ID,Business_Unit,Organizational_Unit_ID,Work_Location_ID,Cost_Center_ID,Data_As_Of_Date
EMP202,Usman Hashmi,HR,POS-201,Last 90 Days,65,58,4,3,0,0,20,95.4,100.0,96.5,Excellent,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP203,Zainab Awan,HR,POS-202,Last 90 Days,65,65,0,0,0,6,7,100.0,90.8,97.7,Excellent,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP204,Mahnoor Khan,HR,POS-203,Last 90 Days,65,61,0,4,0,9,0,93.8,85.2,91.7,Good,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP205,Farhan Nadeem,HR,POS-204,Last 90 Days,65,57,4,4,1,8,12,93.8,86.0,91.9,Good,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP206,Minal Abbasi,HR,POS-205,Last 90 Days,65,59,3,3,0,5,10,95.4,91.5,94.4,Excellent,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP207,Nida Sultan,HR,POS-206,Last 90 Days,65,58,1,6,0,9,20,90.8,84.5,89.2,Good,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP208,Omar Rauf,HR,POS-207,Last 90 Days,65,64,1,0,0,11,9,100.0,82.8,95.7,Excellent,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP209,Adnan Aziz,HR,POS-208,Last 90 Days,65,60,2,3,0,4,12,95.4,93.3,94.9,Excellent,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP210,Maha Latif,HR,POS-209,Last 90 Days,65,63,2,0,0,5,0,100.0,92.1,98.0,Excellent,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP211,Adnan Abbasi,HR,POS-210,Last 90 Days,65,63,0,2,0,1,29,96.9,98.4,97.3,Excellent,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP212,Talha Saleem,HR,POS-211,Last 90 Days,65,59,3,3,0,4,23,95.4,93.2,94.8,Excellent,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP213,Talha Khalid,HR,POS-212,Last 90 Days,65,60,2,3,1,1,18,95.4,98.3,96.1,Excellent,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP214,Talha Ejaz,HR,POS-213,Last 90 Days,65,62,2,1,0,8,17,98.5,87.1,95.6,Excellent,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP215,Mehwish Baig,HR,POS-214,Last 90 Days,65,63,1,1,0,2,12,98.5,96.8,98.1,Excellent,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP216,Sana Mahmood,HR,POS-215,Last 90 Days,65,62,1,2,0,5,15,96.9,91.9,95.7,Excellent,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP217,Laiba Qureshi,HR,POS-216,Last 90 Days,65,55,3,7,0,10,0,89.2,81.8,87.4,Good,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP218,Laiba Zafar,HR,POS-217,Last 90 Days,65,62,3,0,0,3,10,100.0,95.2,98.8,Excellent,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP219,Komal Yousaf,HR,POS-218,Last 90 Days,65,61,2,2,1,1,0,96.9,98.4,97.3,Excellent,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP220,Taha Saleem,HR,POS-219,Last 90 Days,65,63,1,1,0,4,8,98.5,93.7,97.3,Excellent,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP221,Anam Akhtar,HR,POS-220,Last 90 Days,65,62,0,3,0,2,9,95.4,96.8,95.7,Excellent,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP222,Farhan Khan,HR,POS-221,Last 90 Days,65,62,2,1,0,1,19,98.5,98.4,98.4,Excellent,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP223,Talha Mahmood,HR,POS-222,Last 90 Days,65,59,4,2,0,5,11,96.9,91.5,95.6,Excellent,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP224,Laiba Ali,HR,POS-223,Last 90 Days,65,61,3,1,1,3,13,98.5,95.1,97.6,Excellent,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP225,Noor Rauf,HR,POS-224,Last 90 Days,65,64,1,0,0,7,16,100.0,89.1,97.3,Excellent,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP226,Taha Raza,HR,POS-225,Last 90 Days,65,63,2,0,0,2,20,100.0,96.8,99.2,Excellent,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP227,Fahad Sheikh,Finance,EXEC-FIN-HEAD,Last 90 Days,65,62,3,0,0,2,0,100.0,96.8,99.2,Excellent,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP228,Ahmed Farooq,Finance,POS-226,Last 90 Days,65,61,2,2,1,2,13,96.9,96.7,96.9,Excellent,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP229,Danish Sultan,Finance,POS-227,Last 90 Days,65,65,0,0,0,0,0,100.0,100.0,100,Excellent,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP230,Saba Nadeem,Finance,POS-228,Last 90 Days,65,60,2,3,0,1,3,95.4,98.3,96.1,Excellent,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP231,Ayesha Aziz,Finance,POS-229,Last 90 Days,65,61,2,2,1,3,7,96.9,95.1,96.5,Excellent,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP232,Raza Iqbal,Finance,POS-230,Last 90 Days,65,61,3,1,0,3,2,98.5,95.1,97.6,Excellent,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP233,Eman Akhtar,Finance,POS-231,Last 90 Days,65,63,2,0,0,2,10,100.0,96.8,99.2,Excellent,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP234,Hira Qureshi,Finance,POS-232,Last 90 Days,65,61,2,2,0,2,20,96.9,96.7,96.9,Excellent,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP235,Farhan Munir,Finance,POS-233,Last 90 Days,65,59,6,0,0,4,4,100.0,93.2,98.3,Excellent,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP236,Anam Nadeem,Finance,POS-234,Last 90 Days,65,62,2,1,0,11,8,98.5,82.3,94.4,Excellent,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP237,Areeba Munir,Finance,POS-235,Last 90 Days,65,62,3,0,0,7,0,100.0,88.7,97.2,Excellent,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP238,Kinza Ali,Finance,POS-236,Last 90 Days,65,65,0,0,0,7,9,100.0,89.2,97.3,Excellent,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP239,Komal Sultan,Finance,POS-237,Last 90 Days,65,58,4,3,0,3,13,95.4,94.8,95.2,Excellent,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP240,Eman Latif,Finance,POS-238,Last 90 Days,65,64,1,0,0,2,10,100.0,96.9,99.2,Excellent,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP241,Mahnoor Hameed,Finance,POS-239,Last 90 Days,65,60,3,2,1,0,14,96.9,100.0,97.7,Excellent,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP242,Mehwish Dar,Finance,POS-240,Last 90 Days,65,58,3,4,0,4,4,93.8,93.1,93.7,Excellent,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP243,Mehwish Khalid,Finance,POS-241,Last 90 Days,65,59,4,2,0,7,15,96.9,88.1,94.7,Excellent,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP244,Saad Rauf,Finance,POS-242,Last 90 Days,65,60,2,3,0,1,10,95.4,98.3,96.1,Excellent,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP245,Ayesha Habib,Finance,POS-243,Last 90 Days,65,58,3,4,1,4,1,93.8,93.1,93.7,Excellent,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP246,Ahmed Zafar,Finance,POS-244,Last 90 Days,65,64,1,0,0,4,11,100.0,93.8,98.4,Excellent,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP247,Maha Aslam,Finance,POS-245,Last 90 Days,65,62,3,0,0,0,2,100.0,100.0,100,Excellent,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP248,Anam Zafar,Finance,POS-246,Last 90 Days,65,57,2,6,0,7,13,90.8,87.7,90.0,Good,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP249,Noor Qureshi,Finance,POS-247,Last 90 Days,65,63,0,2,0,4,3,96.9,93.7,96.1,Excellent,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP250,Taha Malik,Finance,POS-248,Last 90 Days,65,64,1,0,0,3,17,100.0,95.3,98.8,Excellent,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP251,Mahnoor Javed,Finance,POS-249,Last 90 Days,65,62,0,3,1,6,14,95.4,90.3,94.1,Excellent,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP252,Iqra Ismail,Sales,EXEC-SAL-HEAD,Last 90 Days,65,63,2,0,0,1,4,100.0,98.4,99.6,Excellent,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP253,Hassan Nawaz,Sales,POS-250,Last 90 Days,65,61,1,3,1,1,4,95.4,98.4,96.1,Excellent,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP254,Farhan Awan,Sales,POS-251,Last 90 Days,65,61,2,2,0,6,17,96.9,90.2,95.2,Excellent,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP255,Rabia Rashid,Sales,POS-252,Last 90 Days,65,62,2,1,1,3,2,98.5,95.2,97.6,Excellent,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP256,Omar Farooq,Sales,POS-253,Last 90 Days,65,65,0,0,0,2,0,100.0,96.9,99.2,Excellent,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP257,Adnan Baig,Sales,POS-254,Last 90 Days,65,60,3,2,0,2,12,96.9,96.7,96.9,Excellent,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP258,Ayesha Khalid,Sales,POS-255,Last 90 Days,65,65,0,0,0,7,6,100.0,89.2,97.3,Excellent,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP259,Usman Nasir,Customer Support,EXEC-CS-HEAD,Last 90 Days,65,62,0,3,1,6,16,95.4,90.3,94.1,Excellent,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP260,Rabia Farooq,Customer Support,POS-256,Last 90 Days,65,60,3,2,2,7,13,96.9,88.3,94.8,Excellent,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP261,Anam Ahmed,Customer Support,POS-257,Last 90 Days,65,61,1,3,0,0,17,95.4,100.0,96.5,Excellent,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP262,Omar Riaz,Customer Support,POS-258,Last 90 Days,65,64,1,0,0,0,31,100.0,100.0,100,Excellent,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-02,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP263,Anusha Rauf,Customer Support,POS-259,Last 90 Days,65,62,2,1,0,6,5,98.5,90.3,96.4,Excellent,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP264,Areeba Rauf,Customer Support,POS-260,Last 90 Days,65,64,1,0,0,8,15,100.0,87.5,96.9,Excellent,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP265,Danish Saleem,Customer Support,POS-261,Last 90 Days,65,60,1,4,0,0,20,93.8,100.0,95.4,Excellent,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP266,Maryam Khalid,Customer Support,POS-262,Last 90 Days,65,61,2,2,1,3,18,96.9,95.1,96.5,Excellent,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP267,Haris Awan,Customer Support,POS-263,Last 90 Days,65,60,2,3,1,0,27,95.4,100.0,96.5,Excellent,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP268,Fatima Mughal,Engineering,EXEC-ENG-HEAD,Last 90 Days,65,64,1,0,0,9,21,100.0,85.9,96.5,Excellent,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP269,Noor Bukhari,Engineering,POS-264,Last 90 Days,65,64,0,1,0,4,29,98.5,93.8,97.3,Excellent,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP270,Laiba Saeed,Engineering,POS-265,Last 90 Days,65,61,0,4,0,0,29,93.8,100.0,95.4,Excellent,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP271,Minal Khalid,Engineering,POS-266,Last 90 Days,65,64,0,1,0,0,20,98.5,100.0,98.8,Excellent,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP272,Ali Siddiqui,Engineering,POS-267,Last 90 Days,65,63,2,0,0,5,10,100.0,92.1,98.0,Excellent,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP273,Haris Ejaz,Engineering,POS-268,Last 90 Days,65,61,4,0,0,1,26,100.0,98.4,99.6,Excellent,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP274,Adnan Awan,Engineering,POS-269,Last 90 Days,65,59,6,0,0,2,9,100.0,96.6,99.2,Excellent,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP275,Fatima Saeed,Engineering,POS-270,Last 90 Days,65,62,2,1,0,7,8,98.5,88.7,96.0,Excellent,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP276,Ali Riaz,Engineering,POS-271,Last 90 Days,65,62,3,0,0,8,18,100.0,87.1,96.8,Excellent,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP277,Amna Chaudhry,Operations,EXEC-OPS-HEAD,Last 90 Days,65,60,3,2,1,5,15,96.9,91.7,95.6,Excellent,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP278,Kinza Mirza,Operations,POS-272,Last 90 Days,65,61,4,0,0,1,22,100.0,98.4,99.6,Excellent,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP279,Minal Ali,Operations,POS-273,Last 90 Days,65,61,3,1,1,0,28,98.5,100.0,98.8,Excellent,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP280,Noman Waheed,Operations,POS-274,Last 90 Days,65,64,0,1,0,3,12,98.5,95.3,97.7,Excellent,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP281,Noman Shah,Operations,POS-275,Last 90 Days,65,61,4,0,0,4,21,100.0,93.4,98.4,Excellent,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP282,Sana Latif,Operations,POS-276,Last 90 Days,65,65,0,0,0,3,13,100.0,95.4,98.8,Excellent,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP283,Komal Baig,Operations,POS-277,Last 90 Days,65,60,3,2,0,4,25,96.9,93.3,96.0,Excellent,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP284,Hamza Aziz,Operations,POS-278,Last 90 Days,65,62,3,0,0,2,7,100.0,96.8,99.2,Excellent,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP285,Maryam Baig,Operations,POS-279,Last 90 Days,65,59,4,2,1,4,22,96.9,93.2,96.0,Excellent,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP286,Taha Munir,Operations,POS-280,Last 90 Days,65,63,2,0,0,4,25,100.0,93.7,98.4,Excellent,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP287,Komal Waheed,Operations,POS-281,Last 90 Days,65,63,2,0,0,4,12,100.0,93.7,98.4,Excellent,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP288,Hira Chaudhry,Operations,POS-282,Last 90 Days,65,59,2,4,0,2,5,93.8,96.6,94.5,Excellent,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP289,Ali Javed,Operations,POS-283,Last 90 Days,65,60,3,2,0,0,22,96.9,100.0,97.7,Excellent,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP290,Sara Shah,Operations,POS-284,Last 90 Days,65,64,1,0,0,5,24,100.0,92.2,98.0,Excellent,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP291,Raza Khan,Operations,POS-285,Last 90 Days,65,61,1,3,1,3,7,95.4,95.1,95.3,Excellent,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP292,Imran Mughal,IT,EXEC-IT-HEAD,Last 90 Days,65,65,0,0,0,1,18,100.0,98.5,99.6,Excellent,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP293,Asad Akhtar,IT,POS-286,Last 90 Days,65,56,3,6,0,7,19,90.8,87.5,90.0,Good,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP294,Sara Mirza,IT,POS-287,Last 90 Days,65,59,3,3,1,2,0,95.4,96.6,95.7,Excellent,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP295,Raza Rehman,IT,POS-288,Last 90 Days,65,62,3,0,0,6,15,100.0,90.3,97.6,Excellent,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP296,Fahad Aziz,IT,POS-289,Last 90 Days,65,60,3,2,2,6,0,96.9,90.0,95.2,Excellent,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP297,Usman Mughal,IT,POS-290,Last 90 Days,65,62,3,0,0,7,9,100.0,88.7,97.2,Excellent,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP298,Ayesha Mughal,IT,POS-291,Last 90 Days,65,61,4,0,0,4,8,100.0,93.4,98.4,Excellent,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP299,Noor Nadeem,IT,POS-292,Last 90 Days,65,56,3,6,0,0,2,90.8,100.0,93.1,Excellent,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP300,Talha Akhtar,IT,POS-293,Last 90 Days,65,61,2,2,2,6,14,96.9,90.2,95.2,Excellent,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP301,Talha Ali,IT,POS-294,Last 90 Days,65,65,0,0,0,0,32,100.0,100.0,100,Excellent,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP302,Zainab Mahmood,IT,POS-295,Last 90 Days,65,61,4,0,0,2,21,100.0,96.7,99.2,Excellent,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP303,Saba Hameed,IT,POS-296,Last 90 Days,65,63,0,2,0,6,19,96.9,90.5,95.3,Excellent,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
