Assignment_ID,Employee_ID,Employee_Name,Position_ID,Position_Title,Department_ID,Department_Name,Business_Unit,Organizational_Unit_ID,Work_Location_ID,Cost_Center_ID,Manager_Employee_ID,Assignment_Start_Date,Assignment_End_Date,Assignment_Status,Assignment_Type,Assignment_Full_Time_Equivalent,Employment_Type,Data_As_Of_Date
ASSIGNMENT-0182,EMP182,Waqas Ahmad,POS-182,Account Manager,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-03,LOC-NORTH,COST-CENTER-SAL,EMP166,2025-09-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0183,EMP183,Zain Saleem,POS-183,IT Support Engineer,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,EMP094,2023-08-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0184,EMP184,Iqra Hassan,POS-184,Operations Officer,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,EMP283,2025-08-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0185,EMP185,Salman Hameed,POS-185,Senior Financial Analyst,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,EMP232,2023-12-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0186,EMP186,Zara Masood,POS-186,Systems Administrator,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,EMP095,2026-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0187,EMP187,Nida Mahmood,POS-187,Operations Officer,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,EMP286,2024-02-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0188,EMP188,Areeba Ahmad,POS-188,Senior Systems Engineer,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,EMP171,2023-01-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0189,EMP189,Omer Masood,POS-189,Engineering Lead,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,LOC-HQ,COST-CENTER-ENG,EMP268,2022-03-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0190,EMP190,Noor Saeed,POS-190,HR Officer,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,EMP001,2025-02-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0191,EMP191,Danish Yousaf,POS-191,Operations Analyst,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,EMP278,2023-02-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0192,EMP192,Kashif Hussain,POS-192,Sales Executive,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,COST-CENTER-SAL,EMP253,2024-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0193,EMP193,Zain Qureshi,POS-193,Operations Officer,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,EMP280,2026-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0194,EMP194,Shahid Ahmad,POS-194,Senior Support Executive,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,EMP147,2025-12-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0195,EMP195,Mohsin Khan,POS-195,Engineering Lead,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,LOC-HQ,COST-CENTER-ENG,EMP268,2023-12-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0196,EMP196,Mohsin Abbasi,POS-196,Software Engineer II,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,COST-CENTER-ENG,EMP015,2024-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0197,EMP197,Zeeshan Qureshi,POS-197,HR Manager,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,COST-CENTER-HR,EMP201,2024-12-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0198,EMP198,Ali Tariq,POS-198,Operations Officer,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,COST-CENTER-OPS,EMP285,2025-08-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0199,EMP199,Zara Tariq,POS-199,Customer Support Representative,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-02,LOC-CENTRAL,COST-CENTER-CS,EMP168,2025-06-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0200,EMP200,Ahmad Abbasi,POS-200,Senior Support Executive,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,EMP009,2024-09-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0201,EMP201,Taha Saeed,EXEC-HR-HEAD,Head of HR,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,COST-CENTER-HR,,2024-07-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0202,EMP202,Usman Hashmi,POS-201,HR Manager,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,COST-CENTER-HR,EMP201,2025-02-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0203,EMP203,Zainab Awan,POS-202,HR Manager,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,COST-CENTER-HR,EMP201,2026-05-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0204,EMP204,Mahnoor Khan,POS-203,Senior HR Business Partner,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,EMP001,2023-03-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0205,EMP205,Farhan Nadeem,POS-204,Senior HR Business Partner,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,COST-CENTER-HR,EMP012,2025-01-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0206,EMP206,Minal Abbasi,POS-205,Senior HR Business Partner,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,COST-CENTER-HR,EMP087,2024-01-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0207,EMP207,Nida Sultan,POS-206,HR Officer,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,EMP197,2025-03-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0208,EMP208,Omar Rauf,POS-207,HR Officer,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,EMP202,2022-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0209,EMP209,Adnan Aziz,POS-208,HR Officer,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,EMP203,2024-01-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0210,EMP210,Maha Latif,POS-209,HR Officer,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,COST-CENTER-HR,EMP001,2024-07-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0211,EMP211,Adnan Abbasi,POS-210,HR Officer,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,EMP012,2025-02-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0212,EMP212,Talha Saleem,POS-211,HR Officer,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,EMP087,2024-07-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0213,EMP213,Talha Khalid,POS-212,HR Officer,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,EMP197,2024-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0214,EMP214,Talha Ejaz,POS-213,HR Assistant,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,COST-CENTER-HR,EMP130,2025-09-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0215,EMP215,Mehwish Baig,POS-214,HR Assistant,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,EMP204,2024-11-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0216,EMP216,Sana Mahmood,POS-215,HR Assistant,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,EMP205,2024-07-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0217,EMP217,Laiba Qureshi,POS-216,HR Assistant,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,EMP206,2024-09-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0218,EMP218,Laiba Zafar,POS-217,HR Assistant,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,EMP001,2025-12-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0219,EMP219,Komal Yousaf,POS-218,HR Assistant,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,COST-CENTER-HR,EMP012,2024-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0220,EMP220,Taha Saleem,POS-219,HR Assistant,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,EMP087,2024-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0221,EMP221,Anam Akhtar,POS-220,HR Assistant,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,EMP197,2023-12-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0222,EMP222,Farhan Khan,POS-221,HR Assistant,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,EMP202,2026-03-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0223,EMP223,Talha Mahmood,POS-222,HR Assistant,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,EMP203,2024-09-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0224,EMP224,Laiba Ali,POS-223,HR Intern,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,EMP066,2025-11-01,,Current,Primary Assignment,1.0,Internship,2026-08-01
ASSIGNMENT-0225,EMP225,Noor Rauf,POS-224,HR Intern,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,EMP081,2025-09-01,,Current,Primary Assignment,1.0,Internship,2026-08-01
ASSIGNMENT-0226,EMP226,Taha Raza,POS-225,HR Intern,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,EMP085,2025-09-01,,Current,Primary Assignment,0.5,Internship,2026-08-01
ASSIGNMENT-0227,EMP227,Fahad Sheikh,EXEC-FIN-HEAD,Head of Finance,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN,LOC-HQ,COST-CENTER-FIN,,2023-11-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0228,EMP228,Ahmed Farooq,POS-226,Finance Manager,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN,LOC-HQ,COST-CENTER-FIN,EMP227,2023-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0229,EMP229,Danish Sultan,POS-227,Finance Manager,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN,LOC-HQ,COST-CENTER-FIN,EMP227,2022-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0230,EMP230,Saba Nadeem,POS-228,Finance Manager,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN,LOC-HQ,COST-CENTER-FIN,EMP227,2024-01-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0231,EMP231,Ayesha Aziz,POS-229,Finance Manager,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN,LOC-HQ,COST-CENTER-FIN,EMP227,2022-02-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0232,EMP232,Raza Iqbal,POS-230,Finance Manager,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN,LOC-HQ,COST-CENTER-FIN,EMP227,2023-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0233,EMP233,Eman Akhtar,POS-231,Financial Analyst,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,EMP232,2022-11-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0234,EMP234,Hira Qureshi,POS-232,Financial Analyst,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,EMP008,2024-10-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0235,EMP235,Farhan Munir,POS-233,Financial Analyst,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,LOC-HQ,COST-CENTER-FIN,EMP228,2024-09-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0236,EMP236,Anam Nadeem,POS-234,Financial Analyst,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,LOC-HQ,COST-CENTER-FIN,EMP229,2023-01-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0237,EMP237,Areeba Munir,POS-235,Accounts Assistant,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,EMP232,2024-02-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0238,EMP238,Kinza Ali,POS-236,Accounts Assistant,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,EMP030,2025-10-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0239,EMP239,Komal Sultan,POS-237,Accounts Assistant,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,LOC-HQ,COST-CENTER-FIN,EMP047,2025-03-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0240,EMP240,Eman Latif,POS-238,Accounts Assistant,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,EMP091,2025-09-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0241,EMP241,Mahnoor Hameed,POS-239,Accounts Assistant,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,LOC-HQ,COST-CENTER-FIN,EMP123,2026-04-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0242,EMP242,Mehwish Dar,POS-240,Accounts Assistant,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,EMP140,2025-07-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0243,EMP243,Mehwish Khalid,POS-241,Accounts Assistant,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,EMP160,2026-04-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0244,EMP244,Saad Rauf,POS-242,Accounts Assistant,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,EMP173,2024-11-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0245,EMP245,Ayesha Habib,POS-243,Accounts Assistant,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,EMP185,2026-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0246,EMP246,Ahmed Zafar,POS-244,Accounts Assistant,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,LOC-HQ,COST-CENTER-FIN,EMP008,2025-02-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0247,EMP247,Maha Aslam,POS-245,Accounts Assistant,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,EMP228,2024-04-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0248,EMP248,Anam Zafar,POS-246,Accounts Assistant,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,EMP229,2023-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0249,EMP249,Noor Qureshi,POS-247,Finance Intern,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,EMP230,2026-05-01,,Current,Primary Assignment,0.5,Internship,2026-08-01
ASSIGNMENT-0250,EMP250,Taha Malik,POS-248,Finance Intern,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,EMP231,2025-08-01,,Current,Primary Assignment,0.5,Internship,2026-08-01
ASSIGNMENT-0251,EMP251,Mahnoor Javed,POS-249,Finance Intern,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,EMP232,2026-01-01,,Current,Primary Assignment,1.0,Internship,2026-08-01
ASSIGNMENT-0252,EMP252,Iqra Ismail,EXEC-SAL-HEAD,Head of Sales,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL,LOC-NORTH,COST-CENTER-SAL,,2023-10-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0253,EMP253,Hassan Nawaz,POS-250,Senior Account Manager,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,EMP105,2025-03-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0254,EMP254,Farhan Awan,POS-251,Senior Account Manager,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,EMP166,2024-08-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0255,EMP255,Rabia Rashid,POS-252,Senior Account Manager,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,EMP011,2024-04-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0256,EMP256,Omar Farooq,POS-253,Sales Intern,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,EMP125,2026-07-01,,Current,Primary Assignment,1.0,Internship,2026-08-01
ASSIGNMENT-0257,EMP257,Adnan Baig,POS-254,Sales Intern,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,EMP176,2026-02-01,,Current,Primary Assignment,1.0,Internship,2026-08-01
ASSIGNMENT-0258,EMP258,Ayesha Khalid,POS-255,Sales Intern,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,COST-CENTER-SAL,EMP253,2025-08-01,,Current,Primary Assignment,1.0,Internship,2026-08-01
ASSIGNMENT-0259,EMP259,Usman Nasir,EXEC-CS-HEAD,Head of Customer Support,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS,LOC-CENTRAL,COST-CENTER-CS,,2025-02-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0260,EMP260,Rabia Farooq,POS-256,Senior Customer Support Specialist,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,EMP009,2022-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0261,EMP261,Anam Ahmed,POS-257,Senior Customer Support Specialist,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,EMP068,2022-09-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0262,EMP262,Omar Riaz,POS-258,Senior Customer Support Specialist,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-02,LOC-CENTRAL,COST-CENTER-CS,EMP128,2023-09-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0263,EMP263,Anusha Rauf,POS-259,Customer Support Specialist,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,EMP144,2023-10-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0264,EMP264,Areeba Rauf,POS-260,Customer Support Specialist,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,EMP147,2025-02-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0265,EMP265,Danish Saleem,POS-261,Customer Support Intern,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,EMP260,2026-06-01,,Current,Primary Assignment,0.5,Internship,2026-08-01
ASSIGNMENT-0266,EMP266,Maryam Khalid,POS-262,Customer Support Intern,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,EMP261,2026-01-01,,Current,Primary Assignment,1.0,Internship,2026-08-01
ASSIGNMENT-0267,EMP267,Haris Awan,POS-263,Customer Support Intern,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,EMP262,2026-07-01,,Current,Primary Assignment,0.5,Internship,2026-08-01
ASSIGNMENT-0268,EMP268,Fatima Mughal,EXEC-ENG-HEAD,Head of Engineering,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,LOC-HQ,COST-CENTER-ENG,,2023-09-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0269,EMP269,Noor Bukhari,POS-264,Senior Software Engineer,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,EMP129,2024-12-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0270,EMP270,Laiba Saeed,POS-265,Senior Software Engineer,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,EMP142,2023-01-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0271,EMP271,Minal Khalid,POS-266,Junior Software Engineer,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,EMP031,2025-03-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0272,EMP272,Ali Siddiqui,POS-267,Junior Software Engineer,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,EMP058,2025-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0273,EMP273,Haris Ejaz,POS-268,Junior Software Engineer,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,COST-CENTER-ENG,EMP092,2023-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
