Movement_ID,Employee_ID,Employee_Name,Movement_Type,Effective_Date,From_Department_ID,From_Department_Name,To_Department_ID,To_Department_Name,From_Organizational_Unit_ID,To_Organizational_Unit_ID,From_Position_ID,To_Position_ID,Movement_Reason,Voluntary_Movement,Employee_Record_Availability,Source_System
MOVEMENT-00911,EMP433,Amna Mahmood,Transfer,2025-08-02,DEPARTMENT-010,Administration & Facilities,DEPARTMENT-006,Operations,ORGANIZATIONAL-UNIT-ADM,ORGANIZATIONAL-UNIT-OPS,POS-423,HISTORICAL-DESTINATION-OPS-12,Workforce balancing,Yes,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00912,EMP117,Saad Ullah,Transfer,2025-08-17,DEPARTMENT-005,Engineering,DEPARTMENT-008,Medical Care,ORGANIZATIONAL-UNIT-ENG,ORGANIZATIONAL-UNIT-MED,POS-117,HISTORICAL-DESTINATION-MED-12,Workforce balancing,Yes,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00913,HISTORICAL-EMPLOYEE-0541,Historical HR Employee 0541,Join,2025-08-10,,,DEPARTMENT-001,HR,,ORGANIZATIONAL-UNIT-HR,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00914,EMP221,Anam Akhtar,Promotion,2025-08-11,DEPARTMENT-001,HR,DEPARTMENT-001,HR,ORGANIZATIONAL-UNIT-HR,ORGANIZATIONAL-UNIT-HR,POS-220,HISTORICAL-PROMOTION-HR-12-01,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00915,HISTORICAL-EMPLOYEE-0542,Historical Finance Employee 0542,Leave,2025-08-14,DEPARTMENT-002,Finance,,,ORGANIZATIONAL-UNIT-FIN,,,,Career opportunity,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00916,EMP140,Noman Rehman,Promotion,2025-08-11,DEPARTMENT-002,Finance,DEPARTMENT-002,Finance,ORGANIZATIONAL-UNIT-FIN,ORGANIZATIONAL-UNIT-FIN,POS-140,HISTORICAL-PROMOTION-FIN-12-01,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00917,EMP239,Komal Sultan,Promotion,2025-08-08,DEPARTMENT-002,Finance,DEPARTMENT-002,Finance,ORGANIZATIONAL-UNIT-FIN,ORGANIZATIONAL-UNIT-FIN,POS-237,HISTORICAL-PROMOTION-FIN-12-02,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00918,EMP258,Ayesha Khalid,Join,2025-08-06,,,DEPARTMENT-003,Sales,,ORGANIZATIONAL-UNIT-SAL,,,Approved recruitment plan,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00919,EMP165,Waqas Butt,Join,2025-08-22,,,DEPARTMENT-003,Sales,,ORGANIZATIONAL-UNIT-SAL,,,Approved recruitment plan,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00920,HISTORICAL-EMPLOYEE-0543,Historical Sales Employee 0543,Join,2025-08-04,,,DEPARTMENT-003,Sales,,ORGANIZATIONAL-UNIT-SAL,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00921,HISTORICAL-EMPLOYEE-0544,Historical Sales Employee 0544,Join,2025-08-23,,,DEPARTMENT-003,Sales,,ORGANIZATIONAL-UNIT-SAL,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00922,HISTORICAL-EMPLOYEE-0545,Historical Sales Employee 0545,Leave,2025-08-25,DEPARTMENT-003,Sales,,,ORGANIZATIONAL-UNIT-SAL,,,,Retirement,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00923,HISTORICAL-EMPLOYEE-0546,Historical Sales Employee 0546,Leave,2025-08-22,DEPARTMENT-003,Sales,,,ORGANIZATIONAL-UNIT-SAL,,,,Resignation,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00924,HISTORICAL-EMPLOYEE-0547,Historical Sales Employee 0547,Leave,2025-08-25,DEPARTMENT-003,Sales,,,ORGANIZATIONAL-UNIT-SAL,,,,Retirement,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00925,EMP098,Sidra Zafar,Join,2025-08-21,,,DEPARTMENT-004,Customer Support,,ORGANIZATIONAL-UNIT-CS,,,Growth hiring,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00926,HISTORICAL-EMPLOYEE-0548,Historical Customer Employee 0548,Leave,2025-08-18,DEPARTMENT-004,Customer Support,,,ORGANIZATIONAL-UNIT-CS,,,,Contract completion,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00927,EMP261,Anam Ahmed,Promotion,2025-08-21,DEPARTMENT-004,Customer Support,DEPARTMENT-004,Customer Support,ORGANIZATIONAL-UNIT-CS,ORGANIZATIONAL-UNIT-CS,POS-257,HISTORICAL-PROMOTION-CS-12-01,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00928,EMP115,Hafsa Abbasi,Join,2025-08-07,,,DEPARTMENT-005,Engineering,,ORGANIZATIONAL-UNIT-ENG,,,Replacement hire,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00929,EMP151,Farhan Rehman,Join,2025-08-09,,,DEPARTMENT-005,Engineering,,ORGANIZATIONAL-UNIT-ENG,,,Internship intake,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00930,HISTORICAL-EMPLOYEE-0549,Historical Engineering Employee 0549,Join,2025-08-24,,,DEPARTMENT-005,Engineering,,ORGANIZATIONAL-UNIT-ENG,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00931,HISTORICAL-EMPLOYEE-0550,Historical Engineering Employee 0550,Join,2025-08-03,,,DEPARTMENT-005,Engineering,,ORGANIZATIONAL-UNIT-ENG,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00932,HISTORICAL-EMPLOYEE-0551,Historical Engineering Employee 0551,Join,2025-08-22,,,DEPARTMENT-005,Engineering,,ORGANIZATIONAL-UNIT-ENG,,,Replacement hire,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00933,HISTORICAL-EMPLOYEE-0552,Historical Engineering Employee 0552,Leave,2025-08-06,DEPARTMENT-005,Engineering,,,ORGANIZATIONAL-UNIT-ENG,,,,Resignation,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00934,HISTORICAL-EMPLOYEE-0553,Historical Engineering Employee 0553,Leave,2025-08-07,DEPARTMENT-005,Engineering,,,ORGANIZATIONAL-UNIT-ENG,,,,Resignation,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00935,HISTORICAL-EMPLOYEE-0554,Historical Engineering Employee 0554,Leave,2025-08-23,DEPARTMENT-005,Engineering,,,ORGANIZATIONAL-UNIT-ENG,,,,Career opportunity,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00936,EMP082,Ali Dar,Promotion,2025-08-24,DEPARTMENT-005,Engineering,DEPARTMENT-005,Engineering,ORGANIZATIONAL-UNIT-ENG,ORGANIZATIONAL-UNIT-ENG,POS-082,HISTORICAL-PROMOTION-ENG-12-01,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00937,HISTORICAL-EMPLOYEE-0555,Historical Operations Employee 0555,Leave,2025-08-15,DEPARTMENT-006,Operations,,,ORGANIZATIONAL-UNIT-OPS,,,,Retirement,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00938,HISTORICAL-EMPLOYEE-0556,Historical Operations Employee 0556,Leave,2025-08-25,DEPARTMENT-006,Operations,,,ORGANIZATIONAL-UNIT-OPS,,,,Career opportunity,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00939,EMP086,Hina Tariq,Promotion,2025-08-05,DEPARTMENT-006,Operations,DEPARTMENT-006,Operations,ORGANIZATIONAL-UNIT-OPS,ORGANIZATIONAL-UNIT-OPS,POS-086,HISTORICAL-PROMOTION-OPS-12-01,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00940,EMP184,Iqra Hassan,Promotion,2025-08-25,DEPARTMENT-006,Operations,DEPARTMENT-006,Operations,ORGANIZATIONAL-UNIT-OPS,ORGANIZATIONAL-UNIT-OPS,POS-184,HISTORICAL-PROMOTION-OPS-12-02,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00941,EMP120,Ahmad Aziz,Promotion,2025-08-09,DEPARTMENT-006,Operations,DEPARTMENT-006,Operations,ORGANIZATIONAL-UNIT-OPS,ORGANIZATIONAL-UNIT-OPS,POS-120,HISTORICAL-PROMOTION-OPS-12-03,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00942,EMP314,Anam Hameed,Join,2025-08-16,,,DEPARTMENT-007,IT,,ORGANIZATIONAL-UNIT-IT,,,Approved recruitment plan,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00943,HISTORICAL-EMPLOYEE-0557,Historical IT Employee 0557,Join,2025-08-18,,,DEPARTMENT-007,IT,,ORGANIZATIONAL-UNIT-IT,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00944,HISTORICAL-EMPLOYEE-0558,Historical IT Employee 0558,Join,2025-08-22,,,DEPARTMENT-007,IT,,ORGANIZATIONAL-UNIT-IT,,,Approved recruitment plan,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00945,HISTORICAL-EMPLOYEE-0559,Historical IT Employee 0559,Leave,2025-08-11,DEPARTMENT-007,IT,,,ORGANIZATIONAL-UNIT-IT,,,,Contract completion,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00946,HISTORICAL-EMPLOYEE-0560,Historical IT Employee 0560,Leave,2025-08-25,DEPARTMENT-007,IT,,,ORGANIZATIONAL-UNIT-IT,,,,Retirement,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00947,EMP297,Usman Mughal,Promotion,2025-08-14,DEPARTMENT-007,IT,DEPARTMENT-007,IT,ORGANIZATIONAL-UNIT-IT,ORGANIZATIONAL-UNIT-IT,POS-290,HISTORICAL-PROMOTION-IT-12-01,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00948,EMP132,Arham Qureshi,Promotion,2025-08-13,DEPARTMENT-007,IT,DEPARTMENT-007,IT,ORGANIZATIONAL-UNIT-IT,ORGANIZATIONAL-UNIT-IT,POS-132,HISTORICAL-PROMOTION-IT-12-02,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00949,EMP310,Maryam Chaudhry,Promotion,2025-08-13,DEPARTMENT-007,IT,DEPARTMENT-007,IT,ORGANIZATIONAL-UNIT-IT,ORGANIZATIONAL-UNIT-IT,POS-303,HISTORICAL-PROMOTION-IT-12-03,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00950,HISTORICAL-EMPLOYEE-0561,Historical Medical Employee 0561,Leave,2025-08-13,DEPARTMENT-008,Medical Care,,,ORGANIZATIONAL-UNIT-MED,,,,Retirement,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00951,HISTORICAL-EMPLOYEE-0562,Historical Medical Employee 0562,Leave,2025-08-16,DEPARTMENT-008,Medical Care,,,ORGANIZATIONAL-UNIT-MED,,,,Contract completion,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00952,EMP352,Bilal Mughal,Promotion,2025-08-04,DEPARTMENT-008,Medical Care,DEPARTMENT-008,Medical Care,ORGANIZATIONAL-UNIT-MED,ORGANIZATIONAL-UNIT-MED,POS-344,HISTORICAL-PROMOTION-MED-12-01,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00953,EMP340,Eman Raza,Promotion,2025-08-16,DEPARTMENT-008,Medical Care,DEPARTMENT-008,Medical Care,ORGANIZATIONAL-UNIT-MED,ORGANIZATIONAL-UNIT-MED,POS-332,HISTORICAL-PROMOTION-MED-12-02,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00954,HISTORICAL-EMPLOYEE-0563,Historical Training Employee 0563,Join,2025-08-25,,,DEPARTMENT-009,Training & Development,,ORGANIZATIONAL-UNIT-TRN,,,Replacement hire,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00955,HISTORICAL-EMPLOYEE-0564,Historical Training Employee 0564,Join,2025-08-07,,,DEPARTMENT-009,Training & Development,,ORGANIZATIONAL-UNIT-TRN,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00956,HISTORICAL-EMPLOYEE-0565,Historical Training Employee 0565,Join,2025-08-12,,,DEPARTMENT-009,Training & Development,,ORGANIZATIONAL-UNIT-TRN,,,Approved recruitment plan,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00957,HISTORICAL-EMPLOYEE-0566,Historical Training Employee 0566,Leave,2025-08-10,DEPARTMENT-009,Training & Development,,,ORGANIZATIONAL-UNIT-TRN,,,,Retirement,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00958,HISTORICAL-EMPLOYEE-0567,Historical Training Employee 0567,Leave,2025-08-17,DEPARTMENT-009,Training & Development,,,ORGANIZATIONAL-UNIT-TRN,,,,Career opportunity,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00959,HISTORICAL-EMPLOYEE-0568,Historical Training Employee 0568,Leave,2025-08-10,DEPARTMENT-009,Training & Development,,,ORGANIZATIONAL-UNIT-TRN,,,,Contract completion,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00960,EMP371,Omar Tariq,Promotion,2025-08-18,DEPARTMENT-009,Training & Development,DEPARTMENT-009,Training & Development,ORGANIZATIONAL-UNIT-TRN,ORGANIZATIONAL-UNIT-TRN,POS-362,HISTORICAL-PROMOTION-TRN-12-01,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00961,EMP386,Areeba Nasir,Promotion,2025-08-17,DEPARTMENT-009,Training & Development,DEPARTMENT-009,Training & Development,ORGANIZATIONAL-UNIT-TRN,ORGANIZATIONAL-UNIT-TRN,POS-377,HISTORICAL-PROMOTION-TRN-12-02,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00962,HISTORICAL-EMPLOYEE-0569,Historical Administration Employee 0569,Join,2025-08-20,,,DEPARTMENT-010,Administration & Facilities,,ORGANIZATIONAL-UNIT-ADM,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00963,HISTORICAL-EMPLOYEE-0570,Historical Administration Employee 0570,Join,2025-08-04,,,DEPARTMENT-010,Administration & Facilities,,ORGANIZATIONAL-UNIT-ADM,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00964,HISTORICAL-EMPLOYEE-0571,Historical Administration Employee 0571,Join,2025-08-22,,,DEPARTMENT-010,Administration & Facilities,,ORGANIZATIONAL-UNIT-ADM,,,Replacement hire,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00965,HISTORICAL-EMPLOYEE-0572,Historical Administration Employee 0572,Join,2025-08-10,,,DEPARTMENT-010,Administration & Facilities,,ORGANIZATIONAL-UNIT-ADM,,,Approved recruitment plan,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00966,HISTORICAL-EMPLOYEE-0573,Historical Administration Employee 0573,Leave,2025-08-19,DEPARTMENT-010,Administration & Facilities,,,ORGANIZATIONAL-UNIT-ADM,,,,Career opportunity,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00967,EMP441,Mahnoor Waheed,Promotion,2025-08-06,DEPARTMENT-010,Administration & Facilities,DEPARTMENT-010,Administration & Facilities,ORGANIZATIONAL-UNIT-ADM,ORGANIZATIONAL-UNIT-ADM,POS-431,HISTORICAL-PROMOTION-ADM-12-01,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00968,EMP481,Rabia Rehman,Join,2025-08-05,,,DEPARTMENT-011,Legal & Compliance,,ORGANIZATIONAL-UNIT-LGL,,,Approved recruitment plan,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00969,EMP492,Hamza Javed,Promotion,2025-08-21,DEPARTMENT-011,Legal & Compliance,DEPARTMENT-011,Legal & Compliance,ORGANIZATIONAL-UNIT-LGL,ORGANIZATIONAL-UNIT-LGL,POS-481,HISTORICAL-PROMOTION-LGL-12-01,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00970,EMP463,Talha Ansari,Promotion,2025-08-14,DEPARTMENT-011,Legal & Compliance,DEPARTMENT-011,Legal & Compliance,ORGANIZATIONAL-UNIT-LGL,ORGANIZATIONAL-UNIT-LGL,POS-452,HISTORICAL-PROMOTION-LGL-12-02,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00971,HISTORICAL-EMPLOYEE-0574,Historical Procurement Employee 0574,Join,2025-08-23,,,DEPARTMENT-012,Procurement & Supply Chain,,ORGANIZATIONAL-UNIT-PRC,,,Replacement hire,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00972,HISTORICAL-EMPLOYEE-0575,Historical Procurement Employee 0575,Join,2025-08-19,,,DEPARTMENT-012,Procurement & Supply Chain,,ORGANIZATIONAL-UNIT-PRC,,,Replacement hire,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00973,HISTORICAL-EMPLOYEE-0576,Historical Procurement Employee 0576,Leave,2025-08-02,DEPARTMENT-012,Procurement & Supply Chain,,,ORGANIZATIONAL-UNIT-PRC,,,,Career opportunity,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00974,EMP510,Laiba Butt,Promotion,2025-08-25,DEPARTMENT-012,Procurement & Supply Chain,DEPARTMENT-012,Procurement & Supply Chain,ORGANIZATIONAL-UNIT-PRC,ORGANIZATIONAL-UNIT-PRC,POS-498,HISTORICAL-PROMOTION-PRC-12-01,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00975,EMP536,Anusha Butt,Promotion,2025-08-10,DEPARTMENT-012,Procurement & Supply Chain,DEPARTMENT-012,Procurement & Supply Chain,ORGANIZATIONAL-UNIT-PRC,ORGANIZATIONAL-UNIT-PRC,POS-524,HISTORICAL-PROMOTION-PRC-12-02,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00976,EMP573,Junaid Javed,Join,2025-08-22,,,DEPARTMENT-013,Logistics & Warehouse,,ORGANIZATIONAL-UNIT-LOG,,,Approved recruitment plan,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00977,HISTORICAL-EMPLOYEE-0577,Historical Logistics Employee 0577,Join,2025-08-22,,,DEPARTMENT-013,Logistics & Warehouse,,ORGANIZATIONAL-UNIT-LOG,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00978,HISTORICAL-EMPLOYEE-0578,Historical Logistics Employee 0578,Join,2025-08-17,,,DEPARTMENT-013,Logistics & Warehouse,,ORGANIZATIONAL-UNIT-LOG,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00979,HISTORICAL-EMPLOYEE-0579,Historical Logistics Employee 0579,Join,2025-08-14,,,DEPARTMENT-013,Logistics & Warehouse,,ORGANIZATIONAL-UNIT-LOG,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00980,HISTORICAL-EMPLOYEE-0580,Historical Logistics Employee 0580,Join,2025-08-20,,,DEPARTMENT-013,Logistics & Warehouse,,ORGANIZATIONAL-UNIT-LOG,,,Replacement hire,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00981,HISTORICAL-EMPLOYEE-0581,Historical Logistics Employee 0581,Join,2025-08-19,,,DEPARTMENT-013,Logistics & Warehouse,,ORGANIZATIONAL-UNIT-LOG,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00982,HISTORICAL-EMPLOYEE-0582,Historical Logistics Employee 0582,Leave,2025-08-06,DEPARTMENT-013,Logistics & Warehouse,,,ORGANIZATIONAL-UNIT-LOG,,,,Retirement,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00983,HISTORICAL-EMPLOYEE-0583,Historical Logistics Employee 0583,Leave,2025-08-02,DEPARTMENT-013,Logistics & Warehouse,,,ORGANIZATIONAL-UNIT-LOG,,,,Career opportunity,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00984,HISTORICAL-EMPLOYEE-0584,Historical Logistics Employee 0584,Leave,2025-08-08,DEPARTMENT-013,Logistics & Warehouse,,,ORGANIZATIONAL-UNIT-LOG,,,,Resignation,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00985,EMP553,Iqra Mughal,Promotion,2025-08-23,DEPARTMENT-013,Logistics & Warehouse,DEPARTMENT-013,Logistics & Warehouse,ORGANIZATIONAL-UNIT-LOG,ORGANIZATIONAL-UNIT-LOG,POS-540,HISTORICAL-PROMOTION-LOG-12-01,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00986,EMP559,Minal Qureshi,Promotion,2025-08-18,DEPARTMENT-013,Logistics & Warehouse,DEPARTMENT-013,Logistics & Warehouse,ORGANIZATIONAL-UNIT-LOG,ORGANIZATIONAL-UNIT-LOG,POS-546,HISTORICAL-PROMOTION-LOG-12-02,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00987,EMP580,Minal Bukhari,Promotion,2025-08-11,DEPARTMENT-013,Logistics & Warehouse,DEPARTMENT-013,Logistics & Warehouse,ORGANIZATIONAL-UNIT-LOG,ORGANIZATIONAL-UNIT-LOG,POS-567,HISTORICAL-PROMOTION-LOG-12-03,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00988,EMP628,Raza Hameed,Join,2025-08-10,,,DEPARTMENT-014,Production & Manufacturing,,ORGANIZATIONAL-UNIT-PRD,,,Approved recruitment plan,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00989,HISTORICAL-EMPLOYEE-0585,Historical Production Employee 0585,Join,2025-08-08,,,DEPARTMENT-014,Production & Manufacturing,,ORGANIZATIONAL-UNIT-PRD,,,Replacement hire,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00990,HISTORICAL-EMPLOYEE-0586,Historical Production Employee 0586,Join,2025-08-02,,,DEPARTMENT-014,Production & Manufacturing,,ORGANIZATIONAL-UNIT-PRD,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00991,HISTORICAL-EMPLOYEE-0587,Historical Production Employee 0587,Join,2025-08-22,,,DEPARTMENT-014,Production & Manufacturing,,ORGANIZATIONAL-UNIT-PRD,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00992,HISTORICAL-EMPLOYEE-0588,Historical Production Employee 0588,Leave,2025-08-16,DEPARTMENT-014,Production & Manufacturing,,,ORGANIZATIONAL-UNIT-PRD,,,,Resignation,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00993,HISTORICAL-EMPLOYEE-0589,Historical Production Employee 0589,Leave,2025-08-12,DEPARTMENT-014,Production & Manufacturing,,,ORGANIZATIONAL-UNIT-PRD,,,,Contract completion,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00994,HISTORICAL-EMPLOYEE-0590,Historical Production Employee 0590,Leave,2025-08-10,DEPARTMENT-014,Production & Manufacturing,,,ORGANIZATIONAL-UNIT-PRD,,,,Resignation,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00995,EMP598,Asad Riaz,Promotion,2025-08-25,DEPARTMENT-014,Production & Manufacturing,DEPARTMENT-014,Production & Manufacturing,ORGANIZATIONAL-UNIT-PRD,ORGANIZATIONAL-UNIT-PRD,POS-584,HISTORICAL-PROMOTION-PRD-12-01,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00996,EMP623,Ayesha Hussain,Promotion,2025-08-16,DEPARTMENT-014,Production & Manufacturing,DEPARTMENT-014,Production & Manufacturing,ORGANIZATIONAL-UNIT-PRD,ORGANIZATIONAL-UNIT-PRD,POS-609,HISTORICAL-PROMOTION-PRD-12-02,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00997,HISTORICAL-EMPLOYEE-0591,Historical Quality Employee 0591,Leave,2025-08-11,DEPARTMENT-015,Quality Assurance,,,ORGANIZATIONAL-UNIT-QAS,,,,Resignation,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00998,EMP672,Taha Nawaz,Promotion,2025-08-10,DEPARTMENT-015,Quality Assurance,DEPARTMENT-015,Quality Assurance,ORGANIZATIONAL-UNIT-QAS,ORGANIZATIONAL-UNIT-QAS,POS-657,HISTORICAL-PROMOTION-QAS-12-01,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00999,HISTORICAL-EMPLOYEE-0592,Historical Research Employee 0592,Join,2025-08-24,,,DEPARTMENT-016,Research & Development,,ORGANIZATIONAL-UNIT-RND,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01000,HISTORICAL-EMPLOYEE-0593,Historical Research Employee 0593,Join,2025-08-12,,,DEPARTMENT-016,Research & Development,,ORGANIZATIONAL-UNIT-RND,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01001,EMP569,Bilal Rauf,Transfer,2025-09-02,DEPARTMENT-013,Logistics & Warehouse,DEPARTMENT-001,HR,ORGANIZATIONAL-UNIT-LOG,ORGANIZATIONAL-UNIT-HR,POS-556,HISTORICAL-DESTINATION-HR-13,Employee request,Yes,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01002,EMP154,Hina Abbasi,Transfer,2025-09-20,DEPARTMENT-005,Engineering,DEPARTMENT-011,Legal & Compliance,ORGANIZATIONAL-UNIT-ENG,ORGANIZATIONAL-UNIT-LGL,POS-154,HISTORICAL-DESTINATION-LGL-13,Employee request,Yes,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01003,EMP118,Zoya Ali,Transfer,2025-09-19,DEPARTMENT-004,Customer Support,DEPARTMENT-011,Legal & Compliance,ORGANIZATIONAL-UNIT-CS,ORGANIZATIONAL-UNIT-LGL,POS-118,HISTORICAL-DESTINATION-LGL-13,Business requirement,Yes,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01004,EMP564,Adnan Zafar,Transfer,2025-09-09,DEPARTMENT-013,Logistics & Warehouse,DEPARTMENT-007,IT,ORGANIZATIONAL-UNIT-LOG,ORGANIZATIONAL-UNIT-IT,POS-551,HISTORICAL-DESTINATION-IT-13,Workforce balancing,Yes,Current Employee Record,Synthetic Workforce Movement Generator
