Employee_ID,Employee_Name,Department_ID,Department_Name,Business_Unit,Organizational_Unit_ID,Work_Location_ID,Position_ID,Position_Title,Job_Level,Employment_Type,Employee_Status_Source,Manager_Employee_ID,Hire_Date,Date_of_Birth_Synthetic,Age_As_Of_Date,Planned_Retirement_Date,Retirement_Status,Probation_Start_Date,Probation_Original_End_Date,Probation_Current_End_Date,Probation_Standard_Months,Probation_Extension_Count,Probation_Operational_Status,Probation_Confirmation_Date,Probation_Recommendation,Contract_Current_Start_Date,Contract_Current_End_Date,Contract_Term_Months,Contract_Renewal_Count,Contract_Operational_Status,Promotion_Eligibility_Score,Transfer_Readiness_Score,Performance_Score,Performance_Trend,Attendance_Percentage,Engagement_Score,Attrition_Label_Reference,Current_Notice_Type,Current_Notice_Effective_Date,Operational_Data_Source,Data_As_Of_Date,Rehire_Count,Last_Rehire_Date,Rehire_Last_Reason,Contract_End_Decision,Contract_End_Effective_Date,Final_Settlement_Status,Final_Settlement_Due_Date,Final_Settlement_Action_Record_ID,Acting_Charge_Status,Acting_Target_Position_ID,Acting_Charge_End_Date,Demotion_Status,Demotion_Target_Position_ID,Demotion_Effective_Date,Secondment_Status,Secondment_To_Department_ID,Secondment_Target_Position_ID,Secondment_Expected_Return_Date,Resignation_Withdrawal_Count,Last_Resignation_Withdrawal_Date,Employee_Status_Operational,Operational_Department_ID,Operational_Department_Name,Operational_Business_Unit,Operational_Organizational_Unit_ID,Operational_Work_Location_ID,Operational_Position_ID,Operational_Position_Title,Operational_Job_Level,Operational_Employment_Type,Operational_Manager_Employee_ID,Operational_State_Updated_At,Last_Action_Record_ID,Last_Action_Process_Code
EMP298,Ayesha Mughal,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,POS-291,Senior Systems Engineer,Senior,Permanent,Active,EMP294,2020-05-01,1986-05-24,40,2046-05-24,NOT_DUE,2020-05-01,2020-08-01,2020-08-01,3,0,CONFIRMED,2020-08-02,COMPLETED,,,,,,78.1,74.4,78.61,Improving,100.0,4.8,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,POS-291,Senior Systems Engineer,Senior,Permanent,EMP294,,,
EMP299,Noor Nadeem,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,POS-292,Systems Administrator,Mid,Permanent,Active,EMP295,2022-06-01,1989-11-30,36,2049-11-30,NOT_DUE,2022-06-01,2022-09-01,2022-09-01,3,0,CONFIRMED,2022-08-29,COMPLETED,,,,,,67.3,76.8,80.49,Stable,90.8,3.5,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,POS-292,Systems Administrator,Mid,Permanent,EMP295,,,
EMP300,Talha Akhtar,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,POS-293,Systems Administrator,Mid,Permanent,Active,EMP095,2025-03-01,1994-01-04,32,2054-01-04,NOT_DUE,2025-03-01,2025-06-01,2025-06-01,3,0,CONFIRMED,2025-06-11,COMPLETED,,,,,,70.6,90.0,90.0,Declining,96.9,3.9,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,SCHEDULED,POS-736,2027-01-18,NONE,,,NONE,,,,0,,Active,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,POS-293,Systems Administrator,Mid,Permanent,EMP095,,,
EMP301,Talha Ali,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,POS-294,Systems Administrator,Mid,Permanent,Active,EMP169,2024-11-01,1995-01-28,31,2055-01-28,NOT_DUE,2024-11-01,2025-02-01,2025-02-01,3,0,CONFIRMED,2025-02-05,COMPLETED,,,,,,76.3,86.2,86.36,Stable,100.0,3.6,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,POS-294,Systems Administrator,Mid,Permanent,EMP169,,,
EMP302,Zainab Mahmood,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,POS-295,Systems Administrator,Mid,Permanent,Active,EMP171,2023-10-01,1994-11-26,31,2054-11-26,NOT_DUE,2023-10-01,2024-01-01,2024-01-01,3,0,CONFIRMED,2024-01-09,COMPLETED,,,,,,78.3,68.8,91.73,Improving,100.0,3.2,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,POS-295,Systems Administrator,Mid,Permanent,EMP171,,,
EMP303,Saba Hameed,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,POS-296,Systems Administrator,Mid,Permanent,Active,EMP293,2021-10-01,1994-12-26,31,2054-12-26,NOT_DUE,2021-10-01,2022-01-01,2022-01-01,3,0,CONFIRMED,2022-01-03,COMPLETED,,,,,,76.3,81.8,86.8,Stable,96.9,3.4,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,POS-296,Systems Administrator,Mid,Permanent,EMP293,,,
EMP304,Sana Akhtar,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,POS-297,Systems Administrator,Mid,Permanent,Active,EMP294,2023-04-01,1993-12-08,32,2053-12-08,NOT_DUE,2023-04-01,2023-07-01,2023-07-01,3,0,CONFIRMED,2023-06-27,COMPLETED,,,,,,58.3,68.8,79.76,Declining,98.5,2.5,Yes,TERMINATION,2026-08-30,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,PENDING,2026-09-04,HRACT-00273,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,POS-297,Systems Administrator,Mid,Permanent,EMP294,,,
EMP305,Talha Habib,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,POS-298,Systems Administrator,Mid,Permanent,Active,EMP295,2019-02-01,1993-01-23,33,2053-01-23,NOT_DUE,2019-02-01,2019-05-01,2019-05-01,3,0,CONFIRMED,2019-05-10,COMPLETED,,,,,,83.7,80.2,88.17,Improving,100.0,4.3,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,POS-298,Systems Administrator,Mid,Permanent,EMP295,,,
EMP306,Imran Hameed,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,POS-299,IT Support Technician,Junior,Permanent,Active,EMP294,2024-11-01,1999-10-11,26,2059-10-11,NOT_DUE,2024-11-01,2025-02-01,2025-02-01,3,0,CONFIRMED,2025-01-26,COMPLETED,,,,,,68.6,43.4,85.36,Improving,95.4,3.3,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,POS-299,IT Support Technician,Junior,Permanent,EMP294,,,
EMP307,Omar Habib,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,POS-300,IT Support Technician,Junior,Permanent,Active,EMP295,2023-04-01,1995-11-16,30,2055-11-16,NOT_DUE,2023-04-01,2023-07-01,2023-07-01,3,0,CONFIRMED,2023-07-10,COMPLETED,,,,,,68.6,50.2,86.33,Stable,100.0,3.9,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,POS-300,IT Support Technician,Junior,Permanent,EMP295,,,
EMP308,Adnan Riaz,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,POS-301,IT Support Technician,Junior,Permanent,Active,EMP051,2025-01-01,2001-05-11,25,2061-05-11,NOT_DUE,2025-01-01,2025-04-01,2025-04-01,3,0,CONFIRMED,2025-04-11,COMPLETED,,,,,,66.0,55.0,86.67,Stable,100.0,4.0,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,POS-301,IT Support Technician,Junior,Permanent,EMP051,,,
EMP309,Shahzaib Hashmi,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,POS-302,IT Support Technician,Junior,Contract,Active,EMP094,2023-02-01,1999-07-27,27,2059-07-27,NOT_DUE,2023-02-01,2023-05-01,2023-05-01,3,0,CONFIRMED,2023-04-25,COMPLETED,2026-02-01,2027-01-31,12,3,ACTIVE,64.2,58.8,84.57,Stable,100.0,4.2,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,POS-302,IT Support Technician,Junior,Contract,EMP094,,,
EMP310,Maryam Chaudhry,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,POS-303,IT Support Technician,Junior,Permanent,Active,EMP104,2025-10-01,1996-03-22,30,2056-03-22,NOT_DUE,2025-10-01,2026-01-01,2026-01-01,3,0,CONFIRMED,2026-01-02,COMPLETED,,,,,,70.8,56.2,89.1,Improving,95.4,3.9,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,POS-303,IT Support Technician,Junior,Permanent,EMP104,,,
EMP311,Junaid Zafar,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,POS-304,IT Support Technician,Junior,Permanent,Probation,EMP152,2026-03-01,1997-04-02,29,2057-04-02,NOT_DUE,2026-03-01,2026-06-01,2026-08-01,3,1,DUE_SOON,,EXTEND,,,,,,30.6,31.2,81.69,Stable,100.0,3.5,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Probation,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,POS-304,IT Support Technician,Junior,Permanent,EMP152,,,
EMP312,Areeba Tariq,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,POS-305,IT Support Technician,Junior,Permanent,Active,EMP188,2023-03-01,1996-01-17,30,2056-01-17,NOT_DUE,2023-03-01,2023-06-01,2023-06-01,3,0,CONFIRMED,2023-05-28,COMPLETED,,,,,,69.4,44.6,85.45,Improving,93.8,2.6,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,POS-305,IT Support Technician,Junior,Permanent,EMP188,,,
EMP313,Kamran Mughal,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,POS-306,IT Intern,Intern,Internship,Probation,EMP296,2026-05-01,2003-12-24,22,2063-12-24,NOT_DUE,2026-05-01,2026-07-01,2026-09-01,2,1,ACTIVE,,EXTEND,,,,,,32.4,24.0,76.98,Improving,98.5,4.1,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Probation,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,POS-306,IT Intern,Intern,Internship,EMP296,,,
EMP314,Anam Hameed,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,POS-307,IT Intern,Intern,Internship,Active,EMP297,2025-08-01,2000-08-27,25,2060-08-27,NOT_DUE,,,,,0,NOT_APPLICABLE,,,,,,,,32.2,49.0,81.71,Stable,98.5,4.3,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,POS-307,IT Intern,Intern,Internship,EMP297,,,
EMP315,Maha Abbasi,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,POS-308,IT Intern,Intern,Internship,Probation,EMP298,2026-05-01,1999-02-17,27,2059-02-17,NOT_DUE,2026-05-01,2026-07-01,2026-08-01,2,1,DUE_SOON,,CONFIRM,,,,,,36.3,31.4,83.72,Improving,96.9,3.7,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Probation,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,POS-308,IT Intern,Intern,Internship,EMP298,,,
EMP316,Imran Abbasi,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,EXEC-MED-HEAD,Head of Medical Care,Executive,Permanent,Active,,2008-06-01,1967-04-28,59,2027-04-28,NOT_DUE,2008-06-01,2008-09-01,2008-09-01,3,0,CONFIRMED,2008-09-09,COMPLETED,,,,,,43.4,67.6,82.74,Stable,98.5,2.9,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,EXEC-MED-HEAD,Head of Medical Care,Executive,Permanent,,,,
EMP317,Anam Khan,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,POS-309,Medical Care Manager,Lead/Manager,Permanent,Active,EMP316,2018-01-01,1977-01-09,49,2037-01-09,NOT_DUE,2018-01-01,2018-04-01,2018-04-01,3,0,CONFIRMED,2018-03-27,COMPLETED,,,,,,76.9,83.0,78.26,Stable,98.5,3.3,Yes,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,POS-309,Medical Care Manager,Lead/Manager,Permanent,EMP316,,,
EMP318,Haris Khalid,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,POS-310,Medical Care Manager,Lead/Manager,Permanent,Active,EMP316,2020-08-01,1982-04-02,44,2042-04-02,NOT_DUE,2020-08-01,2020-11-01,2020-11-01,3,0,CONFIRMED,2020-10-28,COMPLETED,,,,,,65.1,65.2,76.69,Stable,100.0,2.4,Yes,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,POS-310,Medical Care Manager,Lead/Manager,Permanent,EMP316,,,
EMP319,Anusha Baig,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,POS-311,Medical Care Manager,Lead/Manager,Permanent,Active,EMP316,2016-11-01,1973-11-22,52,2033-11-22,NOT_DUE,2016-11-01,2017-02-01,2017-02-01,3,0,CONFIRMED,2017-01-28,COMPLETED,,,,,,76.5,91.0,77.14,Stable,95.4,3.5,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,POS-311,Medical Care Manager,Lead/Manager,Permanent,EMP316,,,
EMP320,Shahzaib Iqbal,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,POS-312,Medical Care Manager,Lead/Manager,Permanent,Active,EMP316,2017-05-01,1978-07-06,48,2038-07-06,NOT_DUE,2017-05-01,2017-08-01,2017-08-01,3,0,CONFIRMED,2017-07-27,COMPLETED,,,,,,80.7,91.0,82.89,Stable,93.8,3.6,Yes,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,POS-312,Medical Care Manager,Lead/Manager,Permanent,EMP316,,,
EMP321,Hira Awan,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,POS-313,Medical Care Manager,Lead/Manager,Permanent,Active,EMP316,2011-04-01,1971-10-05,54,2031-10-05,NOT_DUE,2011-04-01,2011-07-01,2011-07-01,3,0,CONFIRMED,2011-07-05,COMPLETED,,,,,,73.6,70.2,84.56,Improving,96.9,2.7,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,POS-313,Medical Care Manager,Lead/Manager,Permanent,EMP316,,,
EMP322,Kinza Butt,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,POS-314,Medical Care Manager,Lead/Manager,Contract,Active,EMP316,2012-04-01,1972-08-07,53,2032-08-07,NOT_DUE,2012-04-01,2012-07-01,2012-07-01,3,0,CONFIRMED,2012-07-11,COMPLETED,2026-04-01,2027-03-31,12,14,ACTIVE,70.4,69.0,78.39,Stable,95.4,2.8,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,POS-314,Medical Care Manager,Lead/Manager,Contract,EMP316,,,
EMP323,Rabia Bukhari,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,POS-315,Senior Medical Officer,Senior,Contract,Active,EMP322,2022-10-01,1991-11-15,34,2051-11-15,NOT_DUE,2022-10-01,2023-01-01,2023-01-01,3,0,CONFIRMED,2023-01-15,COMPLETED,2025-10-01,2026-09-30,12,3,EXPIRING_90D,82.2,88.6,83.92,Improving,93.8,4.0,Yes,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,POS-315,Senior Medical Officer,Senior,Contract,EMP322,,,
EMP324,Waqas Farooq,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,POS-316,Senior Medical Officer,Senior,Permanent,Active,EMP317,2019-02-01,1983-05-30,43,2043-05-30,NOT_DUE,2019-02-01,2019-05-01,2019-05-01,3,0,CONFIRMED,2019-05-09,COMPLETED,,,,,,77.1,73.8,81.73,Improving,98.5,3.2,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,POS-316,Senior Medical Officer,Senior,Permanent,EMP317,,,
EMP325,Eman Iqbal,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,POS-317,Senior Medical Officer,Senior,Permanent,Active,EMP318,2020-06-01,1993-05-06,33,2053-05-06,NOT_DUE,2020-06-01,2020-09-01,2020-09-01,3,0,CONFIRMED,2020-09-15,COMPLETED,,,,,,67.0,69.6,75.82,Stable,100.0,3.5,Yes,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,POS-317,Senior Medical Officer,Senior,Permanent,EMP318,,,
EMP326,Hira Yousaf,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,LOC-MEDICAL,POS-318,Senior Medical Officer,Senior,Permanent,Active,EMP319,2017-03-01,1978-05-12,48,2038-05-12,NOT_DUE,2017-03-01,2017-06-01,2017-06-01,3,0,CONFIRMED,2017-06-12,COMPLETED,,,,,,84.9,80.2,85.16,Improving,93.8,3.5,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,LOC-MEDICAL,POS-318,Senior Medical Officer,Senior,Permanent,EMP319,,,
EMP327,Sidra Yousaf,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,LOC-MEDICAL,POS-319,Senior Medical Officer,Senior,Permanent,Active,EMP320,2014-07-01,1983-12-24,42,2043-12-24,NOT_DUE,2014-07-01,2014-10-01,2014-10-01,3,0,CONFIRMED,2014-10-07,COMPLETED,,,,,,69.9,76.8,75.47,Stable,96.9,3.8,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,LOC-MEDICAL,POS-319,Senior Medical Officer,Senior,Permanent,EMP320,,,
EMP328,Raza Javed,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,POS-320,Senior Medical Officer,Senior,Permanent,Active,EMP321,2019-08-01,1985-01-30,41,2045-01-30,NOT_DUE,2019-08-01,2019-11-01,2019-11-01,3,0,CONFIRMED,2019-10-29,COMPLETED,,,,,,88.5,85.0,84.82,Improving,89.2,4.8,Yes,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,POS-320,Senior Medical Officer,Senior,Permanent,EMP321,,,
EMP329,Ali Aziz,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,POS-321,Senior Medical Officer,Senior,Permanent,Active,EMP322,2016-05-01,1980-08-19,45,2040-08-19,NOT_DUE,2016-05-01,2016-08-01,2016-08-01,3,0,CONFIRMED,2016-08-12,COMPLETED,,,,,,82.6,91.2,85.35,Stable,96.9,3.7,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,POS-321,Senior Medical Officer,Senior,Permanent,EMP322,,,
EMP330,Farhan Khalid,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,POS-322,Senior Medical Officer,Senior,Permanent,Active,EMP317,2022-03-01,1991-11-13,34,2051-11-13,NOT_DUE,2022-03-01,2022-06-01,2022-06-01,3,0,CONFIRMED,2022-06-03,COMPLETED,,,,,,74.4,69.0,83.77,Improving,100.0,3.0,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,POS-322,Senior Medical Officer,Senior,Permanent,EMP317,,,
EMP331,Iqra Saleem,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,POS-323,Medical Officer,Mid,Permanent,Active,EMP318,2020-05-01,1990-04-06,36,2050-04-06,NOT_DUE,2020-05-01,2020-08-01,2020-08-01,3,0,CONFIRMED,2020-08-12,COMPLETED,,,,,,69.8,78.0,80.87,Stable,96.9,4.0,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,POS-323,Medical Officer,Mid,Permanent,EMP318,,,
