Employee_ID,Employee_Name,Department,Position_ID,Job_Level,Assessment_Period,KPI_Achievement_pct,Performance_Trend_6M,Productivity_Score,Goal_Completion_Score,Manager_Rating,Teamwork_Score,Quality_Score,Learning_Agility_Score,Performance_Score,Performance_Band,Promotion_Readiness,Department_ID,Business_Unit,Organizational_Unit_ID,Work_Location_ID,Cost_Center_ID,Data_As_Of_Date
EMP171,Usman Ullah,IT,POS-171,Lead/Manager,Latest 6 Months,83.9,-0.2,88.5,77.2,2.9,92.5,82.3,92.5,77.6,Meets Expectations,Ready in 6-12 Months,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP172,Zoya Hassan,Operations,POS-172,Mid,Latest 6 Months,85.6,-0.2,85.2,90.4,3.1,78.8,77.7,76.2,77.3,Meets Expectations,Ready in 6-12 Months,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP173,Sidra Abbasi,Finance,POS-173,Senior,Latest 6 Months,78.5,-0.2,81.0,69.7,2.8,84.7,81.0,71.4,71.5,Meets Expectations,Developing,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP174,Hassan Aslam,Sales,POS-174,Mid,Latest 6 Months,80.4,-0.2,81.7,71.5,3.0,91.2,79.3,83.9,73.9,Meets Expectations,Developing,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP175,Hassan Arif,Operations,POS-175,Mid,Latest 6 Months,84.5,0.3,86.9,82.7,3.2,88.1,75.5,87.4,77.7,Meets Expectations,Ready in 6-12 Months,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP176,Ahsan Aziz,Sales,POS-176,Senior,Latest 6 Months,92.6,-0.2,95.2,85.6,3.2,99.9,86.2,94.9,84.1,Strong,Ready Now,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-03,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP177,Danish Anwar,HR,POS-177,Mid,Latest 6 Months,81.7,-0.1,80.3,77.9,3.2,70.7,85.7,65.5,73.3,Meets Expectations,Developing,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP178,Fatima Rehman,Sales,POS-178,Junior,Latest 6 Months,87.8,0.6,93.6,86.2,3.5,88.6,82.6,97.2,82.4,Strong,Ready in 6-12 Months,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP179,Muneeb Javed,Operations,POS-179,Junior,Latest 6 Months,82.9,0.3,83.4,86.2,3.4,91.4,83.7,88.5,79.0,Strong,Ready in 6-12 Months,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP180,Arham Hussain,Customer Support,POS-180,Junior,Latest 6 Months,83.2,-0.0,86.0,81.3,2.3,82.6,78.3,74.5,73.6,Meets Expectations,Developing,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP181,Saad Yousaf,Operations,POS-181,Junior,Latest 6 Months,82.2,0.2,93.5,82.4,3.1,100.0,86.1,89.4,80.7,Strong,Ready in 6-12 Months,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP182,Waqas Ahmad,Sales,POS-182,Mid,Latest 6 Months,103.7,-0.0,96.2,92.6,3.8,100.0,89.2,90.1,89.4,Exceptional,Ready Now,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-03,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP183,Zain Saleem,IT,POS-183,Junior,Latest 6 Months,95.0,-0.1,87.6,88.0,3.4,81.3,84.1,81.9,81.3,Strong,Ready in 6-12 Months,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP184,Iqra Hassan,Operations,POS-184,Junior,Latest 6 Months,68.0,-0.0,82.2,69.2,2.1,82.3,71.2,82.9,66.7,Needs Improvement,Developing,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP185,Salman Hameed,Finance,POS-185,Senior,Latest 6 Months,77.3,0.2,79.9,78.4,2.3,80.4,80.8,77.9,70.7,Meets Expectations,Developing,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP186,Zara Masood,IT,POS-186,Mid,Latest 6 Months,84.9,0.5,90.0,82.9,3.2,92.9,78.7,98.0,79.7,Strong,Ready in 6-12 Months,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP187,Nida Mahmood,Operations,POS-187,Junior,Latest 6 Months,87.2,-0.5,79.3,89.0,2.7,71.5,87.1,78.9,75.3,Meets Expectations,Ready in 6-12 Months,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP188,Areeba Ahmad,IT,POS-188,Senior,Latest 6 Months,69.0,0.2,81.0,69.1,2.1,88.0,83.2,83.9,68.6,Meets Expectations,Developing,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP189,Omer Masood,Engineering,POS-189,Lead/Manager,Latest 6 Months,88.8,-0.5,81.5,78.4,3.1,88.4,88.9,83.3,77.8,Meets Expectations,Ready in 6-12 Months,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP190,Noor Saeed,HR,POS-190,Junior,Latest 6 Months,75.4,0.2,79.2,77.0,2.7,87.5,82.1,85.5,72.5,Meets Expectations,Developing,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP191,Danish Yousaf,Operations,POS-191,Mid,Latest 6 Months,104.8,-0.4,89.5,93.4,3.0,77.9,88.4,67.8,82.7,Strong,Ready in 6-12 Months,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP192,Kashif Hussain,Sales,POS-192,Junior,Latest 6 Months,85.1,0.4,95.4,89.5,3.1,92.6,84.1,98.5,82.3,Strong,Ready in 6-12 Months,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP193,Zain Qureshi,Operations,POS-193,Junior,Latest 6 Months,103.4,-0.1,90.9,100.0,3.7,94.9,90.5,94.1,88.9,Exceptional,Ready Now,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP194,Shahid Ahmad,Customer Support,POS-194,Mid,Latest 6 Months,75.0,0.1,77.0,78.5,2.2,64.0,71.8,81.8,67.1,Needs Improvement,Developing,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP195,Mohsin Khan,Engineering,POS-195,Lead/Manager,Latest 6 Months,91.8,0.5,93.4,89.5,3.6,100.0,86.4,92.0,85.4,Strong,Successor / Lateral Pool,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP196,Mohsin Abbasi,Engineering,POS-196,Mid,Latest 6 Months,100.2,-0.0,95.3,94.0,3.3,87.9,85.8,89.2,85.9,Strong,Ready Now,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP197,Zeeshan Qureshi,HR,POS-197,Lead/Manager,Latest 6 Months,80.5,0.3,83.3,78.4,2.7,80.0,85.9,74.4,73.6,Meets Expectations,Developing,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP198,Ali Tariq,Operations,POS-198,Junior,Latest 6 Months,75.0,-0.0,76.7,66.0,2.4,64.7,73.2,70.9,65.5,Needs Improvement,Developing,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP199,Zara Tariq,Customer Support,POS-199,Junior,Latest 6 Months,101.2,0.3,100.0,96.9,3.8,88.7,88.9,85.1,89.1,Exceptional,Ready Now,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-02,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP200,Ahmad Abbasi,Customer Support,POS-200,Mid,Latest 6 Months,96.3,-0.1,91.0,87.5,3.2,75.9,82.1,62.0,79.8,Strong,Ready in 6-12 Months,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP201,Taha Saeed,HR,EXEC-HR-HEAD,Executive,Latest 6 Months,88.2,0.6,85.9,88.4,3.2,75.8,86.8,93.8,83.9,Strong,Ready in 6-12 Months,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP202,Usman Hashmi,HR,POS-201,Lead/Manager,Latest 6 Months,76.9,1.9,78.6,82.1,4.4,68.0,79.7,76.4,78.4,Effective,Successor / Lateral Pool,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP203,Zainab Awan,HR,POS-202,Lead/Manager,Latest 6 Months,92.0,4.8,86.8,87.9,4.0,88.7,86.7,78.6,87.0,Strong,Ready in 6-12 Months,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP204,Mahnoor Khan,HR,POS-203,Senior,Latest 6 Months,91.6,-0.7,90.8,92.3,3.7,95.8,85.1,65.4,86.8,Strong,Ready in 6-12 Months,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP205,Farhan Nadeem,HR,POS-204,Senior,Latest 6 Months,93.8,3.3,97.5,78.8,4.0,78.8,88.8,83.3,87.2,Strong,Ready in 6-12 Months,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP206,Minal Abbasi,HR,POS-205,Senior,Latest 6 Months,96.4,-2.3,97.9,101.6,4.3,88.5,83.2,100,93.9,Exceptional,Ready Now,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP207,Nida Sultan,HR,POS-206,Mid,Latest 6 Months,91.8,-3.6,88.0,84.9,3.7,70.6,74.4,80.3,82.5,Strong,Ready in 6-12 Months,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP208,Omar Rauf,HR,POS-207,Mid,Latest 6 Months,95.3,4.8,77.9,108.7,4.5,86.7,86.9,89.6,91.5,Strong,Ready Now,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP209,Adnan Aziz,HR,POS-208,Mid,Latest 6 Months,81.0,-3.5,82.4,80.7,4.1,100,97.9,76.9,85.1,Strong,Ready in 6-12 Months,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP210,Maha Latif,HR,POS-209,Mid,Latest 6 Months,84.9,-0.3,85.2,89.4,3.2,70.6,93.8,100,83.9,Strong,Ready in 6-12 Months,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP211,Adnan Abbasi,HR,POS-210,Mid,Latest 6 Months,89.5,0.9,90.5,75.4,3.6,89.9,91.3,84.1,85.3,Strong,Ready in 6-12 Months,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP212,Talha Saleem,HR,POS-211,Mid,Latest 6 Months,84.4,-0.3,88.5,85.0,3.8,65.0,70.8,76.3,79.5,Effective,Successor / Lateral Pool,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP213,Talha Khalid,HR,POS-212,Mid,Latest 6 Months,93.5,0.3,85.3,98.8,5.0,74.4,77.7,81.6,88.5,Strong,Ready in 6-12 Months,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP214,Talha Ejaz,HR,POS-213,Junior,Latest 6 Months,85.2,4.6,100.9,97.0,4.4,83.4,96.1,77.1,90.1,Strong,Ready in 6-12 Months,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP215,Mehwish Baig,HR,POS-214,Junior,Latest 6 Months,89.2,2.0,92.1,81.6,4.3,76.9,87.4,100,87.4,Strong,Ready in 6-12 Months,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP216,Sana Mahmood,HR,POS-215,Junior,Latest 6 Months,85.2,3.5,81.3,85.7,3.9,82.8,84.7,81.7,83.1,Strong,Ready in 6-12 Months,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP217,Laiba Qureshi,HR,POS-216,Junior,Latest 6 Months,90.9,0.9,78.1,91.8,2.8,91.3,81.4,85.3,83.3,Strong,Ready in 6-12 Months,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP218,Laiba Zafar,HR,POS-217,Junior,Latest 6 Months,93.2,4.4,93.7,85.9,3.7,80.6,72.5,75.6,84.3,Strong,Ready in 6-12 Months,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP219,Komal Yousaf,HR,POS-218,Junior,Latest 6 Months,79.0,2.8,83.0,87.1,4.1,93.0,79.9,85.9,83.7,Strong,Ready in 6-12 Months,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP220,Taha Saleem,HR,POS-219,Junior,Latest 6 Months,80.6,6.6,89.3,87.0,3.9,83.6,83.6,83.0,83.4,Strong,Ready in 6-12 Months,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP221,Anam Akhtar,HR,POS-220,Junior,Latest 6 Months,90.8,-6.8,93.2,104.9,4.0,92.1,83.0,50,87.5,Strong,Ready in 6-12 Months,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP222,Farhan Khan,HR,POS-221,Junior,Latest 6 Months,76.7,-0.0,87.4,74.2,3.6,73.3,87.7,78.9,78.6,Effective,Successor / Lateral Pool,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP223,Talha Mahmood,HR,POS-222,Junior,Latest 6 Months,69.4,1.9,69.1,79.5,3.7,93.7,74.9,87.4,76.7,Effective,Successor / Lateral Pool,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP224,Laiba Ali,HR,POS-223,Intern,Latest 6 Months,83.1,3.9,76.0,75.4,2.2,81.3,88.4,70.2,75.5,Effective,Development Required,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP225,Noor Rauf,HR,POS-224,Intern,Latest 6 Months,91.7,7.0,94.6,89.9,3.9,87.6,82.4,73.4,86.9,Strong,Development Required,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP226,Taha Raza,HR,POS-225,Intern,Latest 6 Months,76.9,0.1,74.5,79.3,4.4,84.1,83.1,97.0,81.7,Effective,Development Required,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP227,Fahad Sheikh,Finance,EXEC-FIN-HEAD,Executive,Latest 6 Months,118.3,7.8,110,103.0,3.1,89.9,91.3,100,99.6,Exceptional,Ready Now,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP228,Ahmed Farooq,Finance,POS-226,Lead/Manager,Latest 6 Months,90.3,3.0,89.3,93.5,4.1,64.7,100,86.7,87.5,Strong,Ready in 6-12 Months,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP229,Danish Sultan,Finance,POS-227,Lead/Manager,Latest 6 Months,90.2,0.0,89.7,92.2,3.9,85.2,81.4,73.7,85.8,Strong,Ready in 6-12 Months,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP230,Saba Nadeem,Finance,POS-228,Lead/Manager,Latest 6 Months,90.8,-3.7,95.0,85.2,3.4,81.5,95.5,76.9,86.0,Strong,Ready in 6-12 Months,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP231,Ayesha Aziz,Finance,POS-229,Lead/Manager,Latest 6 Months,76.2,6.7,78.1,73.0,3.7,73.4,80.5,91.6,77.3,Effective,Successor / Lateral Pool,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP232,Raza Iqbal,Finance,POS-230,Lead/Manager,Latest 6 Months,78.2,4.2,86.0,61.4,3.4,73.5,84.7,75.1,75.5,Effective,Successor / Lateral Pool,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP233,Eman Akhtar,Finance,POS-231,Mid,Latest 6 Months,85.1,2.8,77.3,81.1,4.3,85.3,94.6,87.6,84.7,Strong,Ready in 6-12 Months,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP234,Hira Qureshi,Finance,POS-232,Mid,Latest 6 Months,89.6,-4.9,91.3,88.7,3.0,87.9,62.4,83.3,82.1,Strong,Ready in 6-12 Months,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP235,Farhan Munir,Finance,POS-233,Mid,Latest 6 Months,78.8,0.4,70.8,84.1,2.9,69.5,77.2,87.4,75.4,Effective,Successor / Lateral Pool,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP236,Anam Nadeem,Finance,POS-234,Mid,Latest 6 Months,101.7,3.7,98.5,110,3.3,71.9,89.3,82.5,91.5,Strong,Ready Now,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP237,Areeba Munir,Finance,POS-235,Junior,Latest 6 Months,91.3,-2.1,90.1,90.2,3.7,91.5,89.8,65.6,86.3,Strong,Ready in 6-12 Months,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP238,Kinza Ali,Finance,POS-236,Junior,Latest 6 Months,79.1,3.9,69.0,87.9,3.4,80.9,90.2,86.8,79.9,Effective,Successor / Lateral Pool,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP239,Komal Sultan,Finance,POS-237,Junior,Latest 6 Months,87.5,-5.5,76.3,90.0,3.8,70.1,86.3,100,83.6,Strong,Ready in 6-12 Months,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP240,Eman Latif,Finance,POS-238,Junior,Latest 6 Months,87.8,12.7,88.7,82.4,4.0,86.8,91.5,68.9,84.8,Strong,Ready in 6-12 Months,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP241,Mahnoor Hameed,Finance,POS-239,Junior,Latest 6 Months,83.4,-2.8,81.2,76.8,4.5,99.5,76.4,97.8,85.2,Strong,Ready in 6-12 Months,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP242,Mehwish Dar,Finance,POS-240,Junior,Latest 6 Months,80.5,-1.8,65.4,83.9,3.5,73.8,78.4,66.8,75.3,Effective,Successor / Lateral Pool,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP243,Mehwish Khalid,Finance,POS-241,Junior,Latest 6 Months,71.7,8.7,67.5,60.2,4.0,87.5,79.3,95.1,75.2,Effective,Successor / Lateral Pool,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP244,Saad Rauf,Finance,POS-242,Junior,Latest 6 Months,102.1,-1.0,95.8,106.2,4.7,78.4,90.4,77.7,94.3,Exceptional,Ready Now,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP245,Ayesha Habib,Finance,POS-243,Junior,Latest 6 Months,92.2,3.9,101.2,85.1,2.9,75.3,83.8,94.9,85.7,Strong,Ready in 6-12 Months,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP246,Ahmed Zafar,Finance,POS-244,Junior,Latest 6 Months,87.3,5.7,84.9,89.8,2.8,74.2,89.7,68.1,80.7,Effective,Ready in 6-12 Months,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP247,Maha Aslam,Finance,POS-245,Junior,Latest 6 Months,98.3,-0.7,96.7,99.7,3.0,90.3,92.7,68.1,89.3,Strong,Ready in 6-12 Months,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP248,Anam Zafar,Finance,POS-246,Junior,Latest 6 Months,120,-2.1,110,110,3.1,83.7,72.4,79.5,96.2,Exceptional,Ready Now,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP249,Noor Qureshi,Finance,POS-247,Intern,Latest 6 Months,82.7,-5.5,80.9,70.5,4.2,100,78.8,86.6,82.6,Strong,Development Required,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP250,Taha Malik,Finance,POS-248,Intern,Latest 6 Months,85.2,9.2,90.0,90.0,4.0,71.8,90.3,95.9,86.0,Strong,Development Required,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP251,Mahnoor Javed,Finance,POS-249,Intern,Latest 6 Months,56.9,-0.6,69.8,50.6,4.0,70.9,97.4,67.9,68.2,Development Required,Development Required,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP252,Iqra Ismail,Sales,EXEC-SAL-HEAD,Executive,Latest 6 Months,100.7,-1.6,104.4,104.9,3.2,85.1,80.5,88.8,92.1,Exceptional,Ready Now,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP253,Hassan Nawaz,Sales,POS-250,Senior,Latest 6 Months,86.9,2.0,93.6,89.4,3.2,78.6,96.4,95.2,86.3,Strong,Ready in 6-12 Months,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP254,Farhan Awan,Sales,POS-251,Senior,Latest 6 Months,93.7,-3.2,85.4,106.2,3.9,79.8,91.6,93.5,90.5,Strong,Ready Now,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP255,Rabia Rashid,Sales,POS-252,Senior,Latest 6 Months,98.1,-1.1,110,104.3,3.9,83.3,74.7,97.8,93.9,Exceptional,Ready Now,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP256,Omar Farooq,Sales,POS-253,Intern,Latest 6 Months,87.2,3.3,90.9,87.7,4.0,84.9,85.9,79.1,85.7,Strong,Development Required,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
