Employee_ID,Employee_Name,Department,Position_ID,Skill_ID,Skill_Name,Skill_Category,Skill_Type,Skill_Status,Proficiency_Level,Proficiency_Label,Skill_Score,Years_Using_Skill,Last_Assessed_Months_Ago,Certification_Status,Is_Primary_Skill,Department_ID,Business_Unit,Organizational_Unit_ID,Work_Location_ID,Data_As_Of_Date
EMP378,Anam Qureshi,Training & Development,POS-369,S063,Facilitation,Learning,Core,Current,3,Proficient,80.9,9.2,18,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP379,Anusha Qureshi,Training & Development,POS-370,S046,Leadership,Leadership,Leadership,Current,4,Advanced,94.8,4.1,1,Not Required,Yes,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP379,Anusha Qureshi,Training & Development,POS-370,S065,Learning Management Systems,Learning,Core,Current,4,Advanced,82.9,6.0,0,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP379,Anusha Qureshi,Training & Development,POS-370,S064,Learning Evaluation,Learning,Core,Current,4,Advanced,73.1,6.2,7,Planned,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP379,Anusha Qureshi,Training & Development,POS-370,S042,Communication,Behavioral,Common,Developing,2,Developing,68.4,5.4,12,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP379,Anusha Qureshi,Training & Development,POS-370,S047,Coaching & Mentoring,Leadership,Leadership,Current,5,Expert,96.9,6.1,1,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP380,Maha Waheed,Training & Development,POS-371,S047,Coaching & Mentoring,Leadership,Leadership,Developing,2,Developing,62.0,4.3,10,Not Required,Yes,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,2026-08-01
EMP380,Maha Waheed,Training & Development,POS-371,S046,Leadership,Leadership,Leadership,Developing,2,Developing,61.3,4.1,5,Certified,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,2026-08-01
EMP380,Maha Waheed,Training & Development,POS-371,S061,Training Needs Analysis,Learning,Core,Current,4,Advanced,87.4,3.2,14,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,2026-08-01
EMP380,Maha Waheed,Training & Development,POS-371,S063,Facilitation,Learning,Core,Developing,2,Developing,61.3,4.4,3,Certified,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,2026-08-01
EMP380,Maha Waheed,Training & Development,POS-371,S062,Curriculum Design,Learning,Core,Current,5,Expert,94.1,3.8,5,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,2026-08-01
EMP381,Iqra Latif,Training & Development,POS-372,S065,Learning Management Systems,Learning,Core,Current,5,Expert,97.9,7.7,12,Planned,Yes,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP381,Iqra Latif,Training & Development,POS-372,S063,Facilitation,Learning,Core,Developing,2,Developing,59.7,6.4,15,Certified,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP381,Iqra Latif,Training & Development,POS-372,S047,Coaching & Mentoring,Leadership,Leadership,Current,3,Proficient,72.7,9.2,18,Certified,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP381,Iqra Latif,Training & Development,POS-372,S046,Leadership,Leadership,Leadership,Developing,2,Developing,51.9,5.8,16,Planned,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP381,Iqra Latif,Training & Development,POS-372,S062,Curriculum Design,Learning,Core,Current,4,Advanced,84.3,9.4,1,Planned,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP382,Fahad Ahmed,Training & Development,POS-373,S050,Project Management,Leadership,Common,Current,4,Advanced,79.5,6.1,12,Not Required,Yes,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP382,Fahad Ahmed,Training & Development,POS-373,S046,Leadership,Leadership,Leadership,Current,5,Expert,96.1,7.5,7,Certified,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP382,Fahad Ahmed,Training & Development,POS-373,S047,Coaching & Mentoring,Leadership,Leadership,Developing,2,Developing,67.4,5.6,18,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP382,Fahad Ahmed,Training & Development,POS-373,S045,Stakeholder Management,Behavioral,Leadership,Developing,2,Developing,66.3,5.8,7,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP382,Fahad Ahmed,Training & Development,POS-373,S065,Learning Management Systems,Learning,Core,Current,4,Advanced,79.3,5.9,11,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP383,Rabia Awan,Training & Development,POS-374,S063,Facilitation,Learning,Core,Current,3,Proficient,74.9,7.2,0,Not Required,Yes,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP383,Rabia Awan,Training & Development,POS-374,S047,Coaching & Mentoring,Leadership,Leadership,Current,5,Expert,96.9,8.8,14,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP383,Rabia Awan,Training & Development,POS-374,S065,Learning Management Systems,Learning,Core,Current,3,Proficient,75.0,7.8,14,Planned,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP383,Rabia Awan,Training & Development,POS-374,S061,Training Needs Analysis,Learning,Core,Current,3,Proficient,82.3,6.8,0,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP383,Rabia Awan,Training & Development,POS-374,S042,Communication,Behavioral,Common,Current,3,Proficient,67.6,7.8,7,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP384,Ayesha Farooq,Training & Development,POS-375,S045,Stakeholder Management,Behavioral,Leadership,Current,4,Advanced,88.6,5.3,5,Certified,Yes,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP384,Ayesha Farooq,Training & Development,POS-375,S047,Coaching & Mentoring,Leadership,Leadership,Developing,2,Developing,52.8,6.8,8,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP384,Ayesha Farooq,Training & Development,POS-375,S042,Communication,Behavioral,Common,Current,4,Advanced,83.1,7.5,13,Certified,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP384,Ayesha Farooq,Training & Development,POS-375,S061,Training Needs Analysis,Learning,Core,Current,4,Advanced,88.1,5.6,10,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP384,Ayesha Farooq,Training & Development,POS-375,S064,Learning Evaluation,Learning,Core,Current,3,Proficient,85.4,6.9,11,Certified,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP385,Waqas Raza,Training & Development,POS-376,S061,Training Needs Analysis,Learning,Core,Current,3,Proficient,76.1,6.5,0,Certified,Yes,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP385,Waqas Raza,Training & Development,POS-376,S047,Coaching & Mentoring,Leadership,Leadership,Current,3,Proficient,71.0,8.8,11,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP385,Waqas Raza,Training & Development,POS-376,S045,Stakeholder Management,Behavioral,Leadership,Current,5,Expert,96.2,8.0,5,Certified,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP385,Waqas Raza,Training & Development,POS-376,S065,Learning Management Systems,Learning,Core,Developing,2,Developing,66.0,6.8,6,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP385,Waqas Raza,Training & Development,POS-376,S050,Project Management,Leadership,Common,Developing,2,Developing,63.1,6.5,16,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP386,Areeba Nasir,Training & Development,POS-377,S050,Project Management,Leadership,Common,Developing,2,Developing,54.7,6.0,3,Certified,Yes,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,2026-08-01
EMP386,Areeba Nasir,Training & Development,POS-377,S064,Learning Evaluation,Learning,Core,Current,4,Advanced,91.3,8.3,4,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,2026-08-01
EMP386,Areeba Nasir,Training & Development,POS-377,S047,Coaching & Mentoring,Leadership,Leadership,Developing,2,Developing,67.3,6.3,9,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,2026-08-01
EMP386,Areeba Nasir,Training & Development,POS-377,S061,Training Needs Analysis,Learning,Core,Current,5,Expert,96.1,7.9,5,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,2026-08-01
EMP386,Areeba Nasir,Training & Development,POS-377,S042,Communication,Behavioral,Common,Current,4,Advanced,88.3,7.3,13,Planned,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,2026-08-01
EMP387,Usman Rashid,Training & Development,POS-378,S046,Leadership,Leadership,Leadership,Current,4,Advanced,84.5,3.0,9,Not Required,Yes,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP387,Usman Rashid,Training & Development,POS-378,S047,Coaching & Mentoring,Leadership,Leadership,Current,4,Advanced,85.4,5.2,1,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP387,Usman Rashid,Training & Development,POS-378,S050,Project Management,Leadership,Common,Developing,2,Developing,65.8,4.0,11,Certified,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP387,Usman Rashid,Training & Development,POS-378,S061,Training Needs Analysis,Learning,Core,Developing,2,Developing,66.6,5.2,16,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP387,Usman Rashid,Training & Development,POS-378,S064,Learning Evaluation,Learning,Core,Current,4,Advanced,81.4,4.3,14,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP388,Kashif Mughal,Training & Development,POS-379,S050,Project Management,Leadership,Common,Developing,2,Developing,50.5,2.5,17,Not Required,Yes,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP388,Kashif Mughal,Training & Development,POS-379,S046,Leadership,Leadership,Leadership,Developing,2,Developing,73.4,3.2,8,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP388,Kashif Mughal,Training & Development,POS-379,S065,Learning Management Systems,Learning,Core,Current,3,Proficient,77.9,4.1,5,Planned,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP388,Kashif Mughal,Training & Development,POS-379,S045,Stakeholder Management,Behavioral,Leadership,Developing,2,Developing,63.3,5.2,5,Planned,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP388,Kashif Mughal,Training & Development,POS-379,S063,Facilitation,Learning,Core,Current,5,Expert,99.2,3.1,4,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP389,Amna Latif,Training & Development,POS-380,S047,Coaching & Mentoring,Leadership,Leadership,Current,3,Proficient,73.1,6.6,7,Not Required,Yes,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP389,Amna Latif,Training & Development,POS-380,S045,Stakeholder Management,Behavioral,Leadership,Current,4,Advanced,90.9,8.1,15,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP389,Amna Latif,Training & Development,POS-380,S042,Communication,Behavioral,Common,Current,3,Proficient,67.1,6.4,13,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP389,Amna Latif,Training & Development,POS-380,S064,Learning Evaluation,Learning,Core,Current,4,Advanced,82.7,7.4,12,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP389,Amna Latif,Training & Development,POS-380,S062,Curriculum Design,Learning,Core,Developing,2,Developing,66.8,6.3,17,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP390,Nida Ali,Training & Development,POS-381,S050,Project Management,Leadership,Common,Developing,2,Developing,71.5,3.5,0,Planned,Yes,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP390,Nida Ali,Training & Development,POS-381,S046,Leadership,Leadership,Leadership,Developing,2,Developing,67.9,2.7,16,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP390,Nida Ali,Training & Development,POS-381,S065,Learning Management Systems,Learning,Core,Current,4,Advanced,80.4,4.0,11,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP390,Nida Ali,Training & Development,POS-381,S063,Facilitation,Learning,Core,Developing,2,Developing,63.8,5.4,15,Certified,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP390,Nida Ali,Training & Development,POS-381,S061,Training Needs Analysis,Learning,Core,Developing,2,Developing,64.5,4.7,12,Planned,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP391,Zainab Aslam,Training & Development,POS-382,S042,Communication,Behavioral,Common,Current,3,Proficient,78.1,5.2,10,Not Required,Yes,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,2026-08-01
EMP391,Zainab Aslam,Training & Development,POS-382,S065,Learning Management Systems,Learning,Core,Developing,2,Developing,61.1,4.9,18,Certified,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,2026-08-01
EMP391,Zainab Aslam,Training & Development,POS-382,S046,Leadership,Leadership,Leadership,Developing,2,Developing,71.6,5.6,6,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,2026-08-01
EMP391,Zainab Aslam,Training & Development,POS-382,S050,Project Management,Leadership,Common,Developing,2,Developing,56.8,5.0,16,Certified,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,2026-08-01
EMP391,Zainab Aslam,Training & Development,POS-382,S064,Learning Evaluation,Learning,Core,Developing,2,Developing,68.2,5.6,7,Certified,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,2026-08-01
EMP392,Danish Zafar,Training & Development,POS-383,S065,Learning Management Systems,Learning,Core,Current,3,Proficient,79.2,2.1,16,Planned,Yes,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP392,Danish Zafar,Training & Development,POS-383,S046,Leadership,Leadership,Leadership,Current,3,Proficient,70.6,2.0,5,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP392,Danish Zafar,Training & Development,POS-383,S050,Project Management,Leadership,Common,Developing,2,Developing,71.9,3.1,17,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP392,Danish Zafar,Training & Development,POS-383,S064,Learning Evaluation,Learning,Core,Current,4,Advanced,87.4,3.7,4,Planned,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP392,Danish Zafar,Training & Development,POS-383,S061,Training Needs Analysis,Learning,Core,Current,3,Proficient,71.7,3.0,0,Certified,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP393,Nida Awan,Training & Development,POS-384,S064,Learning Evaluation,Learning,Core,Current,4,Advanced,82.8,2.7,4,Certified,Yes,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP393,Nida Awan,Training & Development,POS-384,S047,Coaching & Mentoring,Leadership,Leadership,Current,3,Proficient,67.0,1.9,6,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP393,Nida Awan,Training & Development,POS-384,S046,Leadership,Leadership,Leadership,Current,3,Proficient,73.5,1.2,8,Planned,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP393,Nida Awan,Training & Development,POS-384,S050,Project Management,Leadership,Common,Current,4,Advanced,86.9,3.0,0,Planned,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP393,Nida Awan,Training & Development,POS-384,S045,Stakeholder Management,Behavioral,Leadership,Developing,2,Developing,60.6,0.5,4,Certified,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP394,Usman Ansari,Training & Development,POS-385,S046,Leadership,Leadership,Leadership,Current,4,Advanced,100,2.5,2,Not Required,Yes,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,2026-08-01
EMP394,Usman Ansari,Training & Development,POS-385,S063,Facilitation,Learning,Core,Developing,2,Developing,65.5,1.9,13,Certified,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,2026-08-01
EMP394,Usman Ansari,Training & Development,POS-385,S062,Curriculum Design,Learning,Core,Current,3,Proficient,66.1,0.8,0,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,2026-08-01
EMP394,Usman Ansari,Training & Development,POS-385,S065,Learning Management Systems,Learning,Core,Current,4,Advanced,99.3,3.1,0,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,2026-08-01
EMP394,Usman Ansari,Training & Development,POS-385,S047,Coaching & Mentoring,Leadership,Leadership,Current,3,Proficient,78.8,1.9,11,Planned,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,2026-08-01
EMP395,Ayesha Raza,Training & Development,POS-386,S061,Training Needs Analysis,Learning,Core,Current,3,Proficient,81.3,4.9,13,Not Required,Yes,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP395,Ayesha Raza,Training & Development,POS-386,S045,Stakeholder Management,Behavioral,Leadership,Developing,2,Developing,64.3,3.8,10,Certified,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP395,Ayesha Raza,Training & Development,POS-386,S062,Curriculum Design,Learning,Core,Current,4,Advanced,82.9,4.6,0,Planned,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP395,Ayesha Raza,Training & Development,POS-386,S046,Leadership,Leadership,Leadership,Current,3,Proficient,70.1,4.0,9,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP395,Ayesha Raza,Training & Development,POS-386,S065,Learning Management Systems,Learning,Core,Current,4,Advanced,80.0,3.1,4,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,2026-08-01
EMP396,Minal Ahmed,Training & Development,POS-387,S065,Learning Management Systems,Learning,Core,Current,4,Advanced,77.9,2.8,17,Not Required,Yes,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP396,Minal Ahmed,Training & Development,POS-387,S050,Project Management,Leadership,Common,Developing,2,Developing,70.4,2.5,18,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP396,Minal Ahmed,Training & Development,POS-387,S045,Stakeholder Management,Behavioral,Leadership,Current,4,Advanced,75.6,3.3,14,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP396,Minal Ahmed,Training & Development,POS-387,S062,Curriculum Design,Learning,Core,Developing,2,Developing,69.1,1.9,10,Certified,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP396,Minal Ahmed,Training & Development,POS-387,S061,Training Needs Analysis,Learning,Core,Current,3,Proficient,74.8,3.1,7,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP397,Maryam Ahmed,Training & Development,POS-388,S063,Facilitation,Learning,Core,Developing,2,Developing,51.1,3.9,14,Not Required,Yes,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP397,Maryam Ahmed,Training & Development,POS-388,S062,Curriculum Design,Learning,Core,Current,4,Advanced,84.2,2.1,11,Certified,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP397,Maryam Ahmed,Training & Development,POS-388,S046,Leadership,Leadership,Leadership,Developing,2,Developing,76.0,3.5,1,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP397,Maryam Ahmed,Training & Development,POS-388,S042,Communication,Behavioral,Common,Developing,2,Developing,58.1,2.8,7,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP397,Maryam Ahmed,Training & Development,POS-388,S047,Coaching & Mentoring,Leadership,Leadership,Developing,2,Developing,58.2,3.7,9,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP398,Hassan Chaudhry,Training & Development,POS-389,S042,Communication,Behavioral,Common,Current,4,Advanced,81.6,4.6,9,Not Required,Yes,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP398,Hassan Chaudhry,Training & Development,POS-389,S050,Project Management,Leadership,Common,Current,3,Proficient,78.5,2.3,9,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP398,Hassan Chaudhry,Training & Development,POS-389,S065,Learning Management Systems,Learning,Core,Developing,2,Developing,61.4,2.4,10,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP398,Hassan Chaudhry,Training & Development,POS-389,S064,Learning Evaluation,Learning,Core,Developing,2,Developing,77.5,4.4,11,Planned,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP398,Hassan Chaudhry,Training & Development,POS-389,S047,Coaching & Mentoring,Leadership,Leadership,Current,4,Advanced,86.7,3.5,1,Planned,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP399,Nida Khalid,Training & Development,POS-390,S050,Project Management,Leadership,Common,Current,3,Proficient,72.9,2.9,9,Not Required,Yes,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
EMP399,Nida Khalid,Training & Development,POS-390,S065,Learning Management Systems,Learning,Core,Current,4,Advanced,86.0,3.6,8,Not Required,No,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,2026-08-01
