Employee_ID,Employee_Name,Performance_Cycle_ID,Performance_Month,Department_ID,Department,Business_Unit,Position_ID,Position_Title,Job_Level,Role_Band,KPI_Count,Total_KPI_Weight_pct,Calculated_Score_Before_Rules,Critical_KPI_Breach_Flag,Final_Performance_Score,Performance_Band,Average_Evidence_Quality,Calculation_Status,Calculation_Version,Data_As_Of_Date
EMP346,Hira Hashmi,PC-2025-2026-ANNUAL,2026-08-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-338,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,86.12,No,86.12,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP347,Maryam Tariq,PC-2025-2026-ANNUAL,2025-09-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-339,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,73.16,No,73.16,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP347,Maryam Tariq,PC-2025-2026-ANNUAL,2025-10-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-339,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,74.5,No,74.5,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP347,Maryam Tariq,PC-2025-2026-ANNUAL,2025-11-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-339,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,75.74,No,75.74,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP347,Maryam Tariq,PC-2025-2026-ANNUAL,2025-12-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-339,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,76.42,No,76.42,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP347,Maryam Tariq,PC-2025-2026-ANNUAL,2026-01-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-339,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,77.55,No,77.55,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP347,Maryam Tariq,PC-2025-2026-ANNUAL,2026-02-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-339,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,78.96,No,78.96,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP347,Maryam Tariq,PC-2025-2026-ANNUAL,2026-03-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-339,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,80.04,No,80.04,Strong,0.91,Completed,PERF-V1.0,2026-08-01
EMP347,Maryam Tariq,PC-2025-2026-ANNUAL,2026-04-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-339,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,79.82,No,79.82,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP347,Maryam Tariq,PC-2025-2026-ANNUAL,2026-05-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-339,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,80.23,No,80.23,Strong,0.91,Completed,PERF-V1.0,2026-08-01
EMP347,Maryam Tariq,PC-2025-2026-ANNUAL,2026-06-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-339,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,82.1,No,82.1,Strong,0.91,Completed,PERF-V1.0,2026-08-01
EMP347,Maryam Tariq,PC-2025-2026-ANNUAL,2026-07-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-339,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,82.82,No,82.82,Strong,0.91,Completed,PERF-V1.0,2026-08-01
EMP347,Maryam Tariq,PC-2025-2026-ANNUAL,2026-08-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-339,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,84.91,No,84.91,Strong,0.91,Completed,PERF-V1.0,2026-08-01
EMP348,Anusha Latif,PC-2025-2026-ANNUAL,2025-09-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-340,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,71.05,No,71.05,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP348,Anusha Latif,PC-2025-2026-ANNUAL,2025-10-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-340,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,71.49,No,71.49,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP348,Anusha Latif,PC-2025-2026-ANNUAL,2025-11-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-340,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,72.89,No,72.89,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP348,Anusha Latif,PC-2025-2026-ANNUAL,2025-12-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-340,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,71.61,No,71.61,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP348,Anusha Latif,PC-2025-2026-ANNUAL,2026-01-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-340,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,74.04,No,74.04,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP348,Anusha Latif,PC-2025-2026-ANNUAL,2026-02-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-340,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,75.56,No,75.56,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP348,Anusha Latif,PC-2025-2026-ANNUAL,2026-03-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-340,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,74.63,No,74.63,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP348,Anusha Latif,PC-2025-2026-ANNUAL,2026-04-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-340,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,76.14,No,76.14,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP348,Anusha Latif,PC-2025-2026-ANNUAL,2026-05-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-340,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,77.04,No,77.04,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP348,Anusha Latif,PC-2025-2026-ANNUAL,2026-06-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-340,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,75.89,No,75.89,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP348,Anusha Latif,PC-2025-2026-ANNUAL,2026-07-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-340,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,77.53,No,77.53,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP348,Anusha Latif,PC-2025-2026-ANNUAL,2026-08-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-340,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,79.15,No,79.15,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP349,Iqra Nawaz,PC-2025-2026-ANNUAL,2025-09-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-341,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,83.02,No,83.02,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP349,Iqra Nawaz,PC-2025-2026-ANNUAL,2025-10-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-341,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,83.2,No,83.2,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP349,Iqra Nawaz,PC-2025-2026-ANNUAL,2025-11-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-341,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,83.0,No,83.0,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP349,Iqra Nawaz,PC-2025-2026-ANNUAL,2025-12-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-341,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,82.69,No,82.69,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP349,Iqra Nawaz,PC-2025-2026-ANNUAL,2026-01-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-341,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,84.45,No,84.45,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP349,Iqra Nawaz,PC-2025-2026-ANNUAL,2026-02-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-341,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,84.72,No,84.72,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP349,Iqra Nawaz,PC-2025-2026-ANNUAL,2026-03-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-341,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,85.06,No,85.06,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP349,Iqra Nawaz,PC-2025-2026-ANNUAL,2026-04-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-341,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,83.86,No,83.86,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP349,Iqra Nawaz,PC-2025-2026-ANNUAL,2026-05-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-341,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,84.4,No,84.4,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP349,Iqra Nawaz,PC-2025-2026-ANNUAL,2026-06-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-341,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,84.42,No,84.42,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP349,Iqra Nawaz,PC-2025-2026-ANNUAL,2026-07-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-341,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,85.25,No,85.25,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP349,Iqra Nawaz,PC-2025-2026-ANNUAL,2026-08-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-341,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,85.78,No,85.78,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP350,Noor Abbasi,PC-2025-2026-ANNUAL,2025-09-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-342,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,77.05,No,77.05,Meets Expectations,0.9,Completed,PERF-V1.0,2026-08-01
EMP350,Noor Abbasi,PC-2025-2026-ANNUAL,2025-10-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-342,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,76.55,No,76.55,Meets Expectations,0.9,Completed,PERF-V1.0,2026-08-01
EMP350,Noor Abbasi,PC-2025-2026-ANNUAL,2025-11-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-342,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,77.99,No,77.99,Meets Expectations,0.9,Completed,PERF-V1.0,2026-08-01
EMP350,Noor Abbasi,PC-2025-2026-ANNUAL,2025-12-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-342,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,76.11,No,76.11,Meets Expectations,0.9,Completed,PERF-V1.0,2026-08-01
EMP350,Noor Abbasi,PC-2025-2026-ANNUAL,2026-01-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-342,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,78.84,No,78.84,Meets Expectations,0.9,Completed,PERF-V1.0,2026-08-01
EMP350,Noor Abbasi,PC-2025-2026-ANNUAL,2026-02-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-342,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,77.63,No,77.63,Meets Expectations,0.9,Completed,PERF-V1.0,2026-08-01
EMP350,Noor Abbasi,PC-2025-2026-ANNUAL,2026-03-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-342,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,79.42,No,79.42,Meets Expectations,0.9,Completed,PERF-V1.0,2026-08-01
EMP350,Noor Abbasi,PC-2025-2026-ANNUAL,2026-04-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-342,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,78.38,No,78.38,Meets Expectations,0.9,Completed,PERF-V1.0,2026-08-01
EMP350,Noor Abbasi,PC-2025-2026-ANNUAL,2026-05-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-342,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,79.37,No,79.37,Meets Expectations,0.9,Completed,PERF-V1.0,2026-08-01
EMP350,Noor Abbasi,PC-2025-2026-ANNUAL,2026-06-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-342,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,79.51,No,79.51,Meets Expectations,0.9,Completed,PERF-V1.0,2026-08-01
EMP350,Noor Abbasi,PC-2025-2026-ANNUAL,2026-07-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-342,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,80.28,No,80.28,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP350,Noor Abbasi,PC-2025-2026-ANNUAL,2026-08-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-342,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,82.17,No,82.17,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP351,Talha Shah,PC-2025-2026-ANNUAL,2025-09-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-343,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,84.78,No,84.78,Strong,0.91,Completed,PERF-V1.0,2026-08-01
EMP351,Talha Shah,PC-2025-2026-ANNUAL,2025-10-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-343,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,83.25,No,83.25,Strong,0.91,Completed,PERF-V1.0,2026-08-01
EMP351,Talha Shah,PC-2025-2026-ANNUAL,2025-11-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-343,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,82.23,No,82.23,Strong,0.91,Completed,PERF-V1.0,2026-08-01
EMP351,Talha Shah,PC-2025-2026-ANNUAL,2025-12-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-343,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,81.14,No,81.14,Strong,0.91,Completed,PERF-V1.0,2026-08-01
EMP351,Talha Shah,PC-2025-2026-ANNUAL,2026-01-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-343,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,80.73,No,80.73,Strong,0.91,Completed,PERF-V1.0,2026-08-01
EMP351,Talha Shah,PC-2025-2026-ANNUAL,2026-02-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-343,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,81.44,No,81.44,Strong,0.91,Completed,PERF-V1.0,2026-08-01
EMP351,Talha Shah,PC-2025-2026-ANNUAL,2026-03-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-343,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,80.87,No,80.87,Strong,0.91,Completed,PERF-V1.0,2026-08-01
EMP351,Talha Shah,PC-2025-2026-ANNUAL,2026-04-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-343,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,79.52,No,79.52,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP351,Talha Shah,PC-2025-2026-ANNUAL,2026-05-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-343,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,78.99,No,78.99,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP351,Talha Shah,PC-2025-2026-ANNUAL,2026-06-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-343,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,78.62,No,78.62,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP351,Talha Shah,PC-2025-2026-ANNUAL,2026-07-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-343,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,79.27,No,79.27,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP351,Talha Shah,PC-2025-2026-ANNUAL,2026-08-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-343,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,77.08,No,77.08,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP352,Bilal Mughal,PC-2025-2026-ANNUAL,2025-09-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-344,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,82.9,No,82.9,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP352,Bilal Mughal,PC-2025-2026-ANNUAL,2025-10-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-344,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,83.02,No,83.02,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP352,Bilal Mughal,PC-2025-2026-ANNUAL,2025-11-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-344,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,82.81,No,82.81,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP352,Bilal Mughal,PC-2025-2026-ANNUAL,2025-12-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-344,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,82.24,No,82.24,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP352,Bilal Mughal,PC-2025-2026-ANNUAL,2026-01-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-344,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,82.34,No,82.34,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP352,Bilal Mughal,PC-2025-2026-ANNUAL,2026-02-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-344,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,82.12,No,82.12,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP352,Bilal Mughal,PC-2025-2026-ANNUAL,2026-03-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-344,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,79.96,No,79.96,Meets Expectations,0.9,Completed,PERF-V1.0,2026-08-01
EMP352,Bilal Mughal,PC-2025-2026-ANNUAL,2026-04-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-344,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,79.55,No,79.55,Meets Expectations,0.9,Completed,PERF-V1.0,2026-08-01
EMP352,Bilal Mughal,PC-2025-2026-ANNUAL,2026-05-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-344,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,80.15,No,80.15,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP352,Bilal Mughal,PC-2025-2026-ANNUAL,2026-06-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-344,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,79.78,No,79.78,Meets Expectations,0.9,Completed,PERF-V1.0,2026-08-01
EMP352,Bilal Mughal,PC-2025-2026-ANNUAL,2026-07-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-344,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,80.58,No,80.58,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP352,Bilal Mughal,PC-2025-2026-ANNUAL,2026-08-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-344,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,79.53,No,79.53,Meets Expectations,0.9,Completed,PERF-V1.0,2026-08-01
EMP353,Nida Latif,PC-2025-2026-ANNUAL,2025-09-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-345,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,84.4,No,84.4,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP353,Nida Latif,PC-2025-2026-ANNUAL,2025-10-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-345,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,84.16,No,84.16,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP353,Nida Latif,PC-2025-2026-ANNUAL,2025-11-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-345,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,85.3,No,85.3,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP353,Nida Latif,PC-2025-2026-ANNUAL,2025-12-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-345,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,84.87,No,84.87,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP353,Nida Latif,PC-2025-2026-ANNUAL,2026-01-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-345,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,84.59,No,84.59,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP353,Nida Latif,PC-2025-2026-ANNUAL,2026-02-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-345,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,84.17,No,84.17,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP353,Nida Latif,PC-2025-2026-ANNUAL,2026-03-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-345,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,85.21,No,85.21,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP353,Nida Latif,PC-2025-2026-ANNUAL,2026-04-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-345,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,87.45,No,87.45,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP353,Nida Latif,PC-2025-2026-ANNUAL,2026-05-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-345,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,87.14,No,87.14,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP353,Nida Latif,PC-2025-2026-ANNUAL,2026-06-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-345,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,86.99,No,86.99,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP353,Nida Latif,PC-2025-2026-ANNUAL,2026-07-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-345,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,87.25,No,87.25,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP353,Nida Latif,PC-2025-2026-ANNUAL,2026-08-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-345,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,88.87,No,88.87,Strong,0.9,Completed,PERF-V1.0,2026-08-01
EMP354,Anam Khalid,PC-2025-2026-ANNUAL,2025-09-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-346,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,78.72,No,78.72,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP354,Anam Khalid,PC-2025-2026-ANNUAL,2025-10-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-346,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,76.77,No,76.77,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP354,Anam Khalid,PC-2025-2026-ANNUAL,2025-11-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-346,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,77.53,No,77.53,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP354,Anam Khalid,PC-2025-2026-ANNUAL,2025-12-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-346,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,77.22,No,77.22,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP354,Anam Khalid,PC-2025-2026-ANNUAL,2026-01-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-346,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,76.29,No,76.29,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP354,Anam Khalid,PC-2025-2026-ANNUAL,2026-02-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-346,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,76.98,No,76.98,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP354,Anam Khalid,PC-2025-2026-ANNUAL,2026-03-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-346,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,77.93,No,77.93,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP354,Anam Khalid,PC-2025-2026-ANNUAL,2026-04-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-346,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,76.84,No,76.84,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP354,Anam Khalid,PC-2025-2026-ANNUAL,2026-05-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-346,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,76.48,No,76.48,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP354,Anam Khalid,PC-2025-2026-ANNUAL,2026-06-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-346,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,76.21,No,76.21,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP354,Anam Khalid,PC-2025-2026-ANNUAL,2026-07-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-346,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,77.19,No,77.19,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP354,Anam Khalid,PC-2025-2026-ANNUAL,2026-08-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-346,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,77.35,No,77.35,Meets Expectations,0.91,Completed,PERF-V1.0,2026-08-01
EMP355,Saad Shah,PC-2025-2026-ANNUAL,2025-09-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-347,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,83.21,No,83.21,Strong,0.91,Completed,PERF-V1.0,2026-08-01
EMP355,Saad Shah,PC-2025-2026-ANNUAL,2025-10-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-347,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,83.86,No,83.86,Strong,0.91,Completed,PERF-V1.0,2026-08-01
EMP355,Saad Shah,PC-2025-2026-ANNUAL,2025-11-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-347,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,83.91,No,83.91,Strong,0.91,Completed,PERF-V1.0,2026-08-01
EMP355,Saad Shah,PC-2025-2026-ANNUAL,2025-12-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-347,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,82.25,No,82.25,Strong,0.91,Completed,PERF-V1.0,2026-08-01
EMP355,Saad Shah,PC-2025-2026-ANNUAL,2026-01-01,DEPARTMENT-008,Medical Care,Healthcare Services,POS-347,Junior Medical Officer,Junior,Junior/Assistant,7,100.0,82.49,No,82.49,Strong,0.91,Completed,PERF-V1.0,2026-08-01
